series_id                     ,seasonal,index_code,series_name,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
EIUIY333618                   ,U,IY,Other engine equipment manufacturing,December 2019=100,"Monthly export price index for NAICS 333618, Other engine equipment manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY3339                     ,U,IY,Other general purpose machinery manufacturing,December 2005=100,"Monthly export price index for NAICS 3339, Other general purpose machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY33399                    ,U,IY,All other general purpose machinery manufacturing,December 2005=100,"Monthly export price index for NAICS 33399, All other general purpose machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY333999                   ,U,IY,All other miscellaneous general purpose machinery manufacturing,December 2021=100,"Monthly export price index for NAICS 333999, All other miscellaneous general purpose machinery manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIY334                      ,U,IY,Computer and electronic product manufacturing,December 2005=100,"Monthly export price index for NAICS 334, Computer and electronic product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY3341                     ,U,IY,Computer and peripheral equipment manufacturing,December 2005=100,"Monthly export price index for NAICS 3341, Computer and peripheral equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY334111                   ,U,IY,Electronic computer manufacturing,December 2019=100,"Monthly export price index for NAICS 334111, Electronic computer manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY3342                     ,U,IY,Communications equipment manufacturing,December 2005=100,"Monthly export price index for NAICS 3342, Communications equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY33422                    ,U,IY,Radio and TV broadcasting and wireless equipment,December 2009=100,"Monthly export price index for NAICS 33422, Radio and Television broadcasting and wireless communications equipment manufacturing, not seasonally adjusted",,2009,M12,2022,M03
EIUIY3344                     ,U,IY,Semiconductor and other electronic component manufacturing,December 2005=100,"Monthly export price index for NAICS 3344, Semiconductor and other electronic component manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY334413                   ,U,IY,Semiconductor and related device manufacturing,December 2020=100,"Monthly export price index for NAICS 334413, Semiconductor and related device manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIY3345                     ,U,IY,"Navigational, measuring, electromedical, and control instruments",December 2005=100,"Monthly export price index for NAICS 3345, Navigational, measuring, electromedical, and control instruments, not seasonally adjusted",,2005,M12,2022,M03
EIUIY334510                   ,U,IY,Electromedical and electrotherapeutic apparatus manufacturing,December 2019=100,"Monthly export price index for NAICS 334510, Electromedical and electrotherapeutic apparatus manufacturing , not seasonally adjusted",,2019,M12,2022,M03
EIUIY334513                   ,U,IY,Instruments and related products manufacturing,December 2019=100,"Monthly export price index for NAICS 334513, Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables, not seasonally adjusted",,2019,M12,2022,M03
EIUIY334516                   ,U,IY,Analytical laboratory instrument manufacturing,December 2019=100,"Monthly export price index for NAICS 334516, Analytical laboratory instrument manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY335                      ,U,IY,"Electrical equipment, appliance, and component manufacturing",December 2005=100,"Monthly export price index for NAICS 335, Electrical equipment, appliance, and component manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY3353                     ,U,IY,Electrical equipment manufacturing,December 2005=100,"Monthly export price index for NAICS 3353, Electrical equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY335312                   ,U,IY,Motor and generator manufacturing,December 2020=100,"Monthly export price index for NAICS 335312, Motor and generator manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIY3359                     ,U,IY,Other electrical equipment and component manufacturing,December 2020=100,"Monthly export price index for NAICS 3359, Other electrical equipment and component manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIY33593                    ,U,IY,Wiring device manufacturing,December 2019=100,"Monthly export price index for NAICS 33593, Wiring device manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY335931                   ,U,IY,Current-carrying wiring device manufacturing,December 2019=100,"Monthly export price index for NAICS 335931, Current-carrying wiring device manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY336                      ,U,IY,Transportation equipment manufacturing,December 2005=100,"Monthly export price index for NAICS 336, Transportation equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY3361                     ,U,IY,Motor vehicle manufacturing,December 2005=100,"Monthly export price index for NAICS 3361, Motor vehicle manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY33611                    ,U,IY,Automobile and light duty motor vehicle manufacturing,December 2005=100,"Monthly export price index for NAICS 33611, Automobile and light duty motor vehicle manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY336111                   ,U,IY,Automobile manufacturing,December 2019=100,"Monthly export price index for NAICS 336111, Automobile manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY336112                   ,U,IY,Light truck and utility vehicle manufacturing,December 2019=100,"Monthly export price index for NAICS 336112, Light truck and utility vehicle manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY33612                    ,U,IY,Heavy duty truck manufacturing,December 2019=100,"Monthly export price index for NAICS 33612, Heavy duty truck manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY3362                     ,U,IY,Motor vehicle body and trailer manufacturing,December 2013=100,"Monthly export price index for NAICS 3362, Motor vehicle body and trailer manufacturing, not seasonally adjusted",,2013,M12,2022,M03
EIUIY336211                   ,U,IY,Motor vehicle body manufacturing,December 2019=100,"Monthly export price index for NAICS 336211, Motor vehicle body manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY3363                     ,U,IY,Motor vehicle parts manufacturing,December 2005=100,"Monthly export price index for NAICS 3363, Motor vehicle parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY33632                    ,U,IY,Motor vehicle electrical and electronic equipment manufacturing,December 2008=100,"Monthly export price index for NAICS 33632, Motor vehicle electrical and electronic equipment manufacturing, not seasonally adjusted",,2008,M12,2022,M03
EIUIY33639                    ,U,IY,Other motor vehicle parts manufacturing,December 2005=100,"Monthly export price index for NAICS 33639, Other motor vehicle parts manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY3364                     ,U,IY,Aerospace product and parts manufacturing,December 2020=100,"Monthly export price index for NAICS 3364, Aerospace product and parts manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIY336413                   ,U,IY,Other aircraft parts and auxiliary equipment manufacturing,December 2020=100,"Monthly export price index for NAICS 336413, Other aircraft parts and auxiliary equipment manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIY339                      ,U,IY,Miscellaneous manufacturing,December 2005=100,"Monthly export price index for NAICS 339, Miscellaneous manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY3391                     ,U,IY,Medical equipment and supplies manufacturing,December 2005=100,"Monthly export price index for NAICS 3391, Medical equipment and supplies manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIY339112                   ,U,IY,Surgical and medical instrument manufacturing,December 2019=100,"Monthly export price index for NAICS 339112, Surgical and medical instrument manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIY339113                   ,U,IY,Surgical appliance and supplies manufacturing,December 2020=100,"Monthly export price index for NAICS 339113, Surgical appliance and supplies manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIY3399                     ,U,IY,Other miscellaneous manufacturing,December 2013=100,"Monthly export price index for NAICS 3399, Other miscellaneous manufacturing, not seasonally adjusted",,2013,M12,2022,M03
EIUIY33991                    ,U,IY,Jewelry and silverware manufacturing,December 2019=100,"Monthly export price index for NAICS 33991, Jewelry and silverware manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIYMANU                     ,U,IY,Manufacturing,December 2005=100,"Monthly export price index for NAICS, Manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIYNONMANU                  ,U,IY,Nonmanufacturing,December 2005=100,"Monthly export price index for NAICS, Nonmanufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ11                       ,U,IZ,"Agriculture, forestry, fishing and hunting",December 2005=100,"Monthly import price index for NAICS 11, Agriculture, forestry, fishing and hunting, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ111                      ,U,IZ,Crop production,December 2005=100,"Monthly import price index for NAICS 111, Crop production, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ1112                     ,U,IZ,Vegetable and melon farming,December 2017=100,"Monthly import price index for NAICS 1112, Vegetable and melon farming, not seasonally adjusted",,2017,M12,2022,M03
EIUIZ1113                     ,U,IZ,Fruit and tree nut farming,December 2005=100,"Monthly import price index for NAICS 1113, Fruit and tree nut farming, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ11133                    ,U,IZ,Noncitrus fruit and tree nut farming,December 2019=100,"Monthly import price index for NAICS 11133, Noncitrus fruit and tree nut farming, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ111339                   ,U,IZ,Other noncitrus fruit farming,December 2019=100,"Monthly import price index for NAICS 111339, Other noncitrus fruit farming, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ21                       ,U,IZ,Mining,December 2005=100,"Monthly import price index for NAICS 21, Mining, quarrying, and oil and gas extraction, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ211                      ,U,IZ,Oil and gas extraction,December 2005=100,"Monthly import price index for NAICS 211, Oil and gas extraction, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ21112                    ,U,IZ,Crude petroleum extraction,December 2019=100,"Monthly import price index for NAICS 21112, Crude petroleum extraction, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ21113                    ,U,IZ,Natural gas extraction,December 2019=100,"Monthly import price index for NAICS 21113, Natural gas extraction, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ31                       ,U,IZ,"Manufacturing, part 1",December 2005=100,"Monthly import price index for NAICS 31, Manufacturing, part 1, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ311                      ,U,IZ,Food manufacturing,December 2005=100,"Monthly import price index for NAICS 311, Food manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3112                     ,U,IZ,Grain and oilseed milling,December 2005=100,"Monthly import price index for NAICS 3112, Grain and oilseed milling, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ31122                    ,U,IZ,Starch and vegetable fats and oils manufacturing,December 2005=100,"Monthly import price index for NAICS 31122, Starch and vegetable fats and oils manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ311224                   ,U,IZ,Soybean and other oilseed processing,December 2019=100,"Monthly import price index for NAICS 311224, Soybean and other oilseed processing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3113                     ,U,IZ,Sugar and confectionery product manufacturing,December 2019=100,"Monthly import price index for NAICS 3113, Sugar and confectionery product manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3116                     ,U,IZ,Animal slaughtering and processing,December 2005=100,"Monthly import price index for NAICS 3116, Animal slaughtering and processing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ311611                   ,U,IZ,Animal (except poultry) slaughtering,December 2019=100,"Monthly import price index for NAICS 3116, Animal (except poultry) slaughtering, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3117                     ,U,IZ,Seafood product preparation and packaging,December 2005=100,"Monthly import price index for NAICS 3117, Seafood product preparation and packaging, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3119                     ,U,IZ,Other food manufacturing,December 2005=100,"Monthly import price index for NAICS 3119, Other food manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ312                      ,U,IZ,Beverage and tobacco product manufacturing,December 2005=100,"Monthly import price index for NAICS 312, Beverage and tobacco product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3121                     ,U,IZ,Beverage manufacturing,December 2009=100,"Monthly import price index for NAICS 3121, Beverage manufacturing, not seasonally adjusted",,2009,M12,2022,M03
EIUIZ31212                    ,U,IZ,Breweries,December 2006=100,"Monthly import price index for NAICS 31212, Breweries, not seasonally adjusted",,2006,M12,2022,M03
EIUIZ31213                    ,U,IZ,Wineries,December 2005=100,"Monthly import price index for NAICS 31213, Wineries, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ31214                    ,U,IZ,Distilleries,December 2005=100,"Monthly import price index for NAICS 31214, Distilleries, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ313                      ,U,IZ,Textile mills,December 2011=100,"Monthly import price index for NAICS 313, Textile mills, not seasonally adjusted",,2011,M12,2022,M03
EIUIZ3132                     ,U,IZ,Fabric mills,December 2005=100,"Monthly import price index for NAICS 3132, Fabric mills, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ314                      ,U,IZ,Textile product mills,December 2005=100,"Monthly import price index for NAICS 314, Textile product mills, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3141                     ,U,IZ,Textile furnishings mills,December 2005=100,"Monthly import price index for NAICS 3141, Textile furnishings mills, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ31412                    ,U,IZ,Curtain and linen mills,December 2005=100,"Monthly import price index for NAICS 31412, Curtain and linen mills, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3149                     ,U,IZ,Other textile product mills,December 2006=100,"Monthly import price index for NAICS 3149, Other textile product mills, not seasonally adjusted",,2006,M12,2022,M03
EIUIZ31499                    ,U,IZ,All other textile product mills,December 2012=100,"Monthly import price index for NAICS 31499, All other textile product mills, not seasonally adjusted",,2012,M12,2022,M03
EIUIZ315                      ,U,IZ,Apparel manufacturing,December 2005=100,"Monthly import price index for NAICS 315, Apparel manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3152                     ,U,IZ,Cut and sew apparel manufacturing,December 2009=100,"Monthly import price index for NAICS 3152, Cut and sew apparel manufacturing, not seasonally adjusted",,2009,M12,2022,M03
EIUIZ31522                    ,U,IZ,Men and boys cut and sew apparel manufacturing,December 2005=100,"Monthly import price index for NAICS 31522, Men and boys cut and sew apparel manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ31524                    ,U,IZ,Women and girls cut and sew apparel manufacturing,December 2013=100,"Monthly import price index for NAICS 31524, Women, girls, and infants cut and sew apparel manufacturing, not seasonally adjusted",,2013,M12,2022,M03
EIUIZ3159                     ,U,IZ,Apparel accessories and other apparel manufacturing,December 2005=100,"Monthly import price index for NAICS 3159, Apparel accessories and other apparel manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ316                      ,U,IZ,Leather and allied product manufacturing,December 2005=100,"Monthly import price index for NAICS 316, Leather and allied product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3162                     ,U,IZ,Footwear manufacturing,December 2005=100,"Monthly import price index for NAICS 3162, Footwear manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ32                       ,U,IZ,"Manufacturing, part 2",December 2005=100,"Monthly import price index for NAICS 32, Manufacturing, part 2, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ321                      ,U,IZ,Wood product manufacturing,December 2019=100,"Monthly import price index for NAICS 321, Wood product manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ322                      ,U,IZ,Paper manufacturing,December 2005=100,"Monthly import price index for NAICS 322, Paper manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3221                     ,U,IZ,"Pulp, paper, and paperboard mills",December 2005=100,"Monthly import price index for NAICS 3221, Pulp, paper, and paperboard mills, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3222                     ,U,IZ,Converted paper product manufacturing,December 2005=100,"Monthly import price index for NAICS 3222, Converted paper product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ324                      ,U,IZ,Petroleum and coal products manufacturing,December 2005=100,"Monthly import price index for NAICS 324, Petroleum and coal products manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ325                      ,U,IZ,Chemical manufacturing,December 2005=100,"Monthly import price index for NAICS 325, Chemical manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3251                     ,U,IZ,Basic chemical manufacturing,December 2005=100,"Monthly import price index for NAICS 3251, Basic chemical manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ32519                    ,U,IZ,Other basic organic chemical manufacturing,December 2005=100,"Monthly import price index for NAICS 32519, Other basic organic chemical manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ325199                   ,U,IZ,All other basic organic chemical manufacturing,December 2019=100,"Monthly import price index for NAICS 325199, All other basic organic chemical manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3253                     ,U,IZ,"Pesticide, fertilizer, other agricult. chemical manufacturing",December 2007=100,"Monthly import price index for NAICS 3253, Pesticide, fertilizer, and other agricultural chemical manufacturing, not seasonally adjusted",,2007,M12,2022,M03
EIUIZ3254                     ,U,IZ,Pharmaceutical and medicine manufacturing,December 2005=100,"Monthly import price index for NAICS 3254, Pharmaceutical and medicine manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ325412                   ,U,IZ,Pharmaceutical preparation manufacturing,December 2019=100,"Monthly import price index for NAICS 325412, Pharmaceutical preparation manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ325414                   ,U,IZ,Biological product (except diagnostic) manufacturing,December 2019=100,"Monthly import price index for NAICS 325414, Biological product (except diagnostic) manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3256                     ,U,IZ,"Soap, cleaning compound, and toilet preparation manufacturing",December 2021=100,"Monthly import price index for NAICS 3256, Soap, cleaning compound, and toilet preparation manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ32562                    ,U,IZ,Toilet preparation manufacturing,December 2021=100,"Monthly import price index for NAICS 32562, Toilet preparation manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ3259                     ,U,IZ,Other chemical product and preparation manufacturing,December 2006=100,"Monthly import price index for NAICS 3259, Other chemical product and preparation manufacturing, not seasonally adjusted",,2006,M12,2022,M03
EIUIZ32599                    ,U,IZ,All other chemical product and prep. manufacturing,December 2016=100,"Monthly import price index for NAICS 32599, All other chemical product and preparation manufacturing, not seasonally adjusted",,2016,M12,2022,M03
EIUIZ326                      ,U,IZ,Plastics and rubber products manufacturing,December 2005=100,"Monthly import price index for NAICS 326, Plastics and rubber products manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3261                     ,U,IZ,Plastics product manufacturing,December 2005=100,"Monthly import price index for NAICS 3261, Plastics product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ32611                    ,U,IZ,Plastics packaging materials and film and sheet manufacturing,December 2019=100,"Monthly import price index for NAICS 32611, Plastics packaging materials and unlaminated film and sheet manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ326113                   ,U,IZ,Unlaminated plastics film and sheet (except packaging) manufacturing,December 2020=100,"Monthly import price index for NAICS 326113, Unlaminated plastics film and sheet (except packaging) manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ32619                    ,U,IZ,Other plastics product manufacturing,December 2005=100,"Monthly import price index for NAICS 32619, Other plastics product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3262                     ,U,IZ,Rubber product manufacturing,December 2005=100,"Monthly import price index for NAICS 3262, Rubber product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ32621                    ,U,IZ,Tire manufacturing,December 2005=100,"Monthly import price index for NAICS 32621, Tire manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ327                      ,U,IZ,Nonmetallic mineral product manufacturing,December 2005=100,"Monthly import price index for NAICS 327, Nonmetallic mineral product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3279                     ,U,IZ,Other nonmetallic mineral product manufacturing,December 2019=100,"Monthly import price index for NAICS 3279, Other nonmetallic mineral product manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ32799                    ,U,IZ,All other nonmetallic mineral product manufacturing,December 2019=100,"Monthly import price index for NAICS 32799, All other nonmetallic mineral product manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ33                       ,U,IZ,"Manufacturing, part 3",December 2005=100,"Monthly import price index for NAICS 33, Manufacturing, part 3, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ331                      ,U,IZ,Primary metal manufacturing,December 2005=100,"Monthly import price index for NAICS 331, Primary metal manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3311                     ,U,IZ,Iron and steel mills and ferroalloy manufacturing,December 2005=100,"Monthly import price index for NAICS 3311, Iron and steel mills and ferroalloy manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3313                     ,U,IZ,Alumina and aluminum production and processing,December 2005=100,"Monthly import price index for NAICS 3313, Alumina and aluminum production and processing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ331313                   ,U,IZ,Alumina refining and primary aluminum production,December 2019=100,"Monthly import price index for NAICS 331313, Alumina refining and primary aluminum production, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3314                     ,U,IZ,Nonferrous metal (except aluminum) production and processing,December 2005=100,"Monthly import price index for NAICS 3314, Nonferrous metal (except aluminum) production and processing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33141                    ,U,IZ,Nonferrous metal (except aluminum) smelting and refining,December 2005=100,"Monthly import price index for NAICS 33141, Nonferrous metal (except aluminum) smelting and refining, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33149                    ,U,IZ,"Nonferrous metal products manufacturing, not made from copper or aluminum",December 2021=100,"Monthly import price index for NAICS 33149, Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ332                      ,U,IZ,Fabricated metal product manufacturing,December 2005=100,"Monthly import price index for NAICS 332, Fabricated metal product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3322                     ,U,IZ,Cutlery and handtool manufacturing,December 2005=100,"Monthly import price index for NAICS 3322, Cutlery and handtool manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ332215                   ,U,IZ,"Metal kitchen cookware, utensil, cutlery and flatware manufacturing",December 2020=100,"Monthly import price index for NAICS 332215, Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3325                     ,U,IZ,Hardware manufacturing,December 2020=100,"Monthly import price index for NAICS 3325, Hardware manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3327                     ,U,IZ,"Machine shops; and screw, nut, and bolt manufacturing",December 2012=100,"Monthly import price index for NAICS 3327, Machine shops; turned product; and screw, nut, and bolt manufacturing, not seasonally adjusted",,2012,M12,2022,M03
EIUIZ3329                     ,U,IZ,Other fabricated metal product manufacturing,December 2005=100,"Monthly import price index for NAICS 3329, Other fabricated metal product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33291                    ,U,IZ,Metal valve manufacturing,December 2005=100,"Monthly import price index for NAICS 33291, Metal valve manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ332911                   ,U,IZ,Industrial valve manufacturing,December 2019=100,"Monthly import price index for NAICS 332911, Industrial valve manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ33299                    ,U,IZ,All other fabricated metal product manufacturing,December 2005=100,"Monthly import price index for NAICS 33299, All other fabricated metal product manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ333                      ,U,IZ,Machinery manufacturing,December 2005=100,"Monthly import price index for NAICS 333, Machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3331                     ,U,IZ,"Agriculture, construction, and mining machinery manufacturing",December 2005=100,"Monthly import price index for NAICS 3331, Agriculture, construction, and mining machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33311                    ,U,IZ,Agricultural implement manufacturing,December 2016=100,"Monthly import price index for NAICS 33311, Agricultural implement manufacturing, not seasonally adjusted",,2016,M12,2022,M03
EIUIZ333111                   ,U,IZ,Farm machinery and equipment manufacturing,December 2020=100,"Monthly import price index for NAICS 333111, Farm machinery and equipment manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ33312                    ,U,IZ,Construction machinery manufacturing,December 2005=100,"Monthly import price index for NAICS 33312, Construction machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ3332                     ,U,IZ,Industrial machinery manufacturing,December 2005=100,"Monthly import price index for NAICS 3332, Industrial machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ333249                   ,U,IZ,Other industrial machinery manufacturing,December 2020=100,"Monthly import price index for NAICS 333249, Other industrial machinery manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3333                     ,U,IZ,Commercial and service industry machinery manufacturing,December 2005=100,"Monthly import price index for NAICS 3333, Commercial and service industry machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ333314                   ,U,IZ,Optical instrument and lens manufacturing,December 2021=100,"Monthly import price index for NAICS 333314, Optical instrument and lens manufacturing, not seasonally adjusted",,2021,M12,2022,M03
EIUIZ333318                   ,U,IZ,Other commercial and service industry machinery manufacturing,December 2020=100,"Monthly import price index for NAICS 333318, Other commercial and service industry manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3334                     ,U,IZ,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment",December 2005=100,"Monthly import price index for NAICS 3334, Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ333415                   ,U,IZ,"Air-conditioning, heating, & industrial  refrigeration equipment manufacturing",December 2020=100,"Monthly import price index for NAICS 333415, Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3335                     ,U,IZ,Metalworking machinery manufacturing,December 2020=100,"Monthly import price index for NAICS 3335, Metalworking machinery manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ333517                   ,U,IZ,Machine tool manufacturing,December 2020=100,"Monthly import price index for NAICS 333517, Machine tool manufacturing, not seasonally adjusted",,2020,M12,2022,M03
EIUIZ3336                     ,U,IZ,"Engine, turbine, and power transmission equipment manufacturing",December 2005=100,"Monthly import price index for NAICS 3336, Engine, turbine, and power transmission equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ333618                   ,U,IZ,Other engine equipment manufacturing,December 2019=100,"Monthly import price index for NAICS 333618, Other engine equipment manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ3339                     ,U,IZ,Other general purpose machinery manufacturing,December 2005=100,"Monthly import price index for NAICS 3339, Other general purpose machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33391                    ,U,IZ,Pump and compressor manufacturing,December 2013=100,"Monthly import price index for NAICS 33391, Pump and compressor manufacturing, not seasonally adjusted",,2013,M12,2022,M03
EIUIZ333914                   ,U,IZ,"Measuring, dispensing, and other pumping equipment manufacturing",December 2019=100,"Monthly import price index for NAICS 333914, Measuring, dispensing, and other pumping equipment manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIZ33392                    ,U,IZ,Material handling equipment manufacturing,December 2005=100,"Monthly import price index for NAICS 33392, Material handling equipment manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ33399                    ,U,IZ,All other general purpose machinery manufacturing,December 2005=100,"Monthly import price index for NAICS 33399, All other general purpose machinery manufacturing, not seasonally adjusted",,2005,M12,2022,M03
EIUIZ333999                   ,U,IZ,All other miscellaneous general purpose machinery manufacturing,December 2019=100,"Monthly import price index for NAICS 333999, All other miscellaneous general purpose manufacturing, not seasonally adjusted",,2019,M12,2022,M03
