Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Current Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2016-03-31","19203812","19203917","Small Business Administration","-1302878165.94","-945534333.88","-1207775020.28","-378000000.00","3","45","45","420","D","C","2","2.27","2016","2","2016","1","03","31"
"2016-03-31","19203812","19203921","Social Security Administration","80412045009.24","480490300535.49","464551657552.65","991558000000.00","3","46","46","423","D","C","2","2.28","2016","2","2016","1","03","31"
"2016-03-31","19203812","19203923","Independent Agencies","-3034649852.80","9979179659.80","9633305938.59","22624000000.00","3","47","47","440","D","C","2","2.29","2016","2","2016","1","03","31"
"2016-03-31","19203923","19203927","Surface Transportation Board","3221788.26","12655758.73","null","null","3","48","48","14323","D","A","3","2.29.1","2016","2","2016","1","03","31"
"2016-03-31","19203812","19203929","Allowances","null","null","null","1875000000.00","3","49","49","450","D","SL","2","2.30","2016","2","2016","1","03","31"
"2016-03-31","19203812","19203932","Undistributed Offsetting Receipts:","null","null","null","null","3","50","50","460","S","SL","2","2.31","2016","2","2016","1","03","31"
"2016-03-31","19203932","19203935","Interest","-823700992.46","-64860115756.23","-56133659209.19","-151495000000.00","3","51","51","470","D","UORG","3","2.31.1","2016","2","2016","1","03","31"
"2016-03-31","19203932","19203939","Other","-6185326290.59","-49335545849.45","-49010397124.93","-101156000000.00","3","52","52","480","D","UORG","3","2.31.2","2016","2","2016","1","03","31"
"2016-03-31","19203812","19203941","Total Outlays","335890557700.11","1937261986824.28","1859280437883.02","3951307000000.00","3","53","53","490","T","SLB","2","2.32","2016","2","2016","1","03","31"
"2016-03-31","19203941","19203944","(On-Budget)","262545982298.95","1552773503103.41","1493815700785.54","3161649000000.00","3","54","54","500","T","SLB","3","2.32.1","2016","2","2016","1","03","31"
"2016-03-31","19203941","19203948","(Off-Budget)","73344575401.16","384488483720.87","365464737097.48","789658000000.00","3","55","55","510","T","SLB","3","2.32.2","2016","2","2016","1","03","31"
"2016-03-31","19203812","19203953","Surplus (+) or Deficit (-)","-108042730738.78","-461043565146.81","-439480402956.07","-615805000000.00","3","56","56","520","T","SLB","2","2.33","2016","2","2016","1","03","31"
"2016-03-31","19203953","19203955","(On-Budget)","-107911550050.99","-459250361868.74","-445895573327.83","-623804000000.00","3","57","57","530","T","SLB","3","2.33.1","2016","2","2016","1","03","31"
"2016-03-31","19203953","19203957","(Off-Budget)","-131180687.79","-1793203278.07","6415170371.76","7999000000.00","3","58","58","540","T","SLB","3","2.33.2","2016","2","2016","1","03","31"
"2016-02-29","null","18411803","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411808","Individual Income Taxes","64731522330.69","597523928004.87","555461003169.86","1627834000000.00","3","2","2","20","D","RSG","2","1.1","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411810","Corporation Income Taxes","-3457123903.47","88636224358.68","101633719261.22","292561000000.00","3","3","3","30","D","RSG","2","1.2","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411814","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2016","2","2016","1","02","29"
"2016-02-29","18411814","18411816","Employment and General Retirement (Off-Budget)","61132000000.00","309481885729.43","296474836395.81","797657000000.00","3","5","5","50","D","SL","3","1.3.1","2016","2","2016","1","02","29"
"2016-02-29","18411814","18411819","Employment and General Retirement (On-Budget)","17717887010.63","101262384468.92","96614665428.01","249449000000.00","3","6","6","60","D","SL","3","1.3.2","2016","2","2016","1","02","29"
"2016-02-29","18411814","18411823","Unemployment Insurance","6269323149.19","15812175410.43","16521103717.58","49874000000.00","3","7","7","70","D","RSG","3","1.3.3","2016","2","2016","1","02","29"
"2016-02-29","18411814","18411825","Other Retirement","329488136.48","1605116605.83","1476319624.07","3816000000.00","3","8","8","80","D","RSG","3","1.3.4","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411829","Excise Taxes","6661437302.00","32652066883.51","32853122867.77","96821000000.00","3","9","9","90","D","RSG","2","1.4","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411831","Estate and Gift Taxes","1319907586.80","8622608311.90","7268222617.39","21094000000.00","3","10","10","100","D","RSG","2","1.5","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411835","Customs Duties","2539927134.65","14800327325.76","14788929867.71","36721000000.00","3","11","11","110","D","RSG","2","1.6","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411837","Miscellaneous Receipts","11902486768.23","77973877616.81","62520774073.84","159675000000.00","3","12","12","120","D","RSG","2","1.7","2016","2","2016","1","02","29"
"2016-02-29","18411803","18411846","Total Receipts","169146855515.20","1248370594716.14","1185612697023.26","3335502000000.00","3","13","13","130","T","SLB","2","1.8","2016","2","2016","1","02","29"
"2016-02-29","18411846","18411852","(On-Budget)","108014855515.20","938888708986.71","889137860627.45","2537845000000.00","3","14","14","140","T","SLB","3","1.8.1","2016","2","2016","1","02","29"
"2016-02-29","18411846","18411857","(Off-Budget)","61132000000.00","309481885729.43","296474836395.81","797657000000.00","3","15","15","150","T","SLB","3","1.8.2","2016","2","2016","1","02","29"
"2016-02-29","null","18411859","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411861","Legislative Branch","392028076.58","1848791934.80","1760126710.26","4728000000.00","3","17","17","170","D","C","2","2.1","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411863","Judicial Branch","612528767.74","3068555038.22","2923307198.64","7729000000.00","3","18","18","180","D","C","2","2.2","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411867","Department of Agriculture","11113812435.22","69786487096.29","67520967716.54","153773000000.00","3","19","19","210","D","C","2","2.3","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411869","Department of Commerce","979632452.83","3816123585.70","3454475410.39","10527000000.00","3","20","20","220","D","C","2","2.4","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411873","Department of Defense--Military Programs","42590803361.43","233160157802.47","238120154327.26","576328000000.00","3","21","21","230","D","C","2","2.5","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411875","Department of Education","9015547003.54","31715969553.09","28533941659.85","79098000000.00","3","22","22","250","D","C","2","2.6","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411879","Department of Energy","1671096622.28","9839907012.40","10174022693.49","27416000000.00","3","23","23","260","D","C","2","2.7","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411881","Department of Health and Human Services","85515207120.50","433904226872.53","433916444490.42","1110428000000.00","3","24","24","275","D","C","2","2.8","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411885","Department of Homeland Security","4460978626.47","18525441215.29","17702481906.86","51769000000.00","3","25","25","280","D","C","2","2.9","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411887","Department of Housing and Urban Development","3151052040.08","16660593457.28","15001032778.44","28691000000.00","3","26","26","290","D","C","2","2.10","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411891","Department of the Interior","927212505.21","4449835549.52","4612549620.55","14022000000.00","3","27","27","300","D","C","2","2.11","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411893","Department of Justice","2864402638.00","11195070453.60","9583493628.34","39115000000.00","3","28","28","310","D","C","2","2.12","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411897","Department of Labor","4177469516.45","14606034435.34","18098506702.84","43546000000.00","3","29","29","320","D","C","2","2.13","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411899","Department of State","1726407701.58","10358838181.29","10388288337.74","30911000000.00","3","30","30","330","D","C","2","2.14","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411903","Department of Transportation","5298147111.16","28503560682.61","27726751036.74","77832000000.00","3","31","31","340","D","C","2","2.15","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411905","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2016","2","2016","1","02","29"
"2016-02-29","18411905","18411909","Interest on Treasury Debt Securities (Gross)","18785288294.36","163955701248.48","146847503509.74","447293000000.00","3","33","33","360","D","P","3","2.16.1","2016","2","2016","1","02","29"
"2016-02-29","18411905","18411911","Other","61081242320.38","81545621018.97","66520919791.61","93083000000.00","3","34","34","370","D","P","3","2.16.2","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411915","Department of Veterans Affairs","13568948325.26","68925806102.83","70749565882.49","177612000000.00","3","35","35","375","D","C","2","2.17","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411916","Corps of Engineers","513810252.50","2376940756.38","2765304918.58","6705000000.00","3","36","36","377","D","C","2","2.18","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411918","Other Defense Civil Programs","5420426502.97","27309412928.66","33947533585.25","63679000000.00","3","37","37","378","D","C","2","2.19","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411922","Environmental Protection Agency","672428853.03","3960845891.64","2668421464.68","8340000000.00","3","38","38","380","D","C","2","2.20","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411924","Executive Office of the President","32508715.54","163190921.50","159656320.75","400000000.00","3","39","39","385","D","C","2","2.21","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411928","General Services Administration","-221435328.05","-516993798.61","-599911504.30","-719000000.00","3","40","40","390","D","C","2","2.22","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411930","International Assistance Programs","1335344471.32","7752100187.01","12873583526.77","16042000000.00","3","41","41","395","D","C","2","2.23","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411934","National Aeronautics and Space Administration","1473212016.58","7822073153.51","7558151056.64","19153000000.00","3","42","42","400","D","C","2","2.24","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411936","National Science Foundation","579477120.03","2634808130.77","2432568343.52","6895000000.00","3","43","43","405","D","C","2","2.25","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411938","Office of Personnel Management","7349659520.55","37734101193.85","38223308647.59","93883000000.00","3","44","44","410","D","C","2","2.26","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411940","Small Business Administration","79022855.42","357343832.06","-1293190626.23","-378000000.00","3","45","45","420","D","C","2","2.27","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411944","Social Security Administration","80423324306.79","400078255526.25","390260089619.90","991558000000.00","3","46","46","423","D","C","2","2.28","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411948","Independent Agencies","3300899453.96","13013829512.60","10041400157.22","22624000000.00","3","47","47","440","D","C","2","2.29","2016","2","2016","1","02","29"
"2016-02-29","18411948","18411952","Surface Transportation Board","9433970.47","9433970.47","null","null","3","48","48","14323","D","A","3","2.29.1","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411956","Allowances","null","null","null","1875000000.00","3","49","49","450","D","SL","2","2.30","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411959","Undistributed Offsetting Receipts:","null","null","null","null","3","50","50","460","S","SL","2","2.31","2016","2","2016","1","02","29"
"2016-02-29","18411959","18411961","Interest","-717674880.11","-64036414763.77","-57911245352.33","-151495000000.00","3","51","51","470","D","UORG","3","2.31.1","2016","2","2016","1","02","29"
"2016-02-29","18411959","18411963","Other","-6421385528.51","-43150219558.86","-42584939591.10","-101156000000.00","3","52","52","480","D","UORG","3","2.31.2","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411965","Total Outlays","361760857221.56","1601375429124.17","1572175263969.14","3951307000000.00","3","53","53","490","T","SLB","2","2.32","2016","2","2016","1","02","29"
"2016-02-29","18411965","18411970","(On-Budget)","287573801655.43","1290231520804.46","1278905891057.58","3161649000000.00","3","54","54","500","T","SLB","3","2.32.1","2016","2","2016","1","02","29"
"2016-02-29","18411965","18411973","(Off-Budget)","74187055566.13","311143908319.71","293269372911.56","789658000000.00","3","55","55","510","T","SLB","3","2.32.2","2016","2","2016","1","02","29"
"2016-02-29","18411859","18411976","Surplus (+) or Deficit (-)","-192614001706.36","-353004834408.03","-386562566945.88","-615805000000.00","3","56","56","520","T","SLB","2","2.33","2016","2","2016","1","02","29"
"2016-02-29","18411976","18411979","(On-Budget)","-179558946140.23","-351342811817.75","-389768030430.13","-623804000000.00","3","57","57","530","T","SLB","3","2.33.1","2016","2","2016","1","02","29"
"2016-02-29","18411976","18411983","(Off-Budget)","-13055055566.13","-1662022590.28","3205463484.25","7999000000.00","3","58","58","540","T","SLB","3","2.33.2","2016","2","2016","1","02","29"
"2016-01-31","null","18095171","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095179","Individual Income Taxes","181230471626.22","532792405674.18","514847190625.74","1540274000000.00","3","2","2","20","D","RSG","2","1.1","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095189","Corporation Income Taxes","7194102665.98","92093348262.15","104500217531.57","346895000000.00","3","3","3","30","D","RSG","2","1.2","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095197","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2016","2","2016","1","01","31"
"2016-01-31","18095197","18095205","Employment and General Retirement (Off-Budget)","76318000000.00","248349885729.43","236542836395.81","771323000000.00","3","5","5","50","D","SL","3","1.3.1","2016","2","2016","1","01","31"
"2016-01-31","18095197","18095213","Employment and General Retirement (On-Budget)","22880480125.77","83544497458.29","79336981602.29","240458000000.00","3","6","6","60","D","SL","3","1.3.2","2016","2","2016","1","01","31"
"2016-01-31","18095197","18095221","Unemployment Insurance","2214279044.10","9542852261.24","9690208924.03","54980000000.00","3","7","7","70","D","RSG","3","1.3.3","2016","2","2016","1","01","31"
"2016-01-31","18095197","18095225","Other Retirement","298152431.53","1275628469.35","1195666081.91","3660000000.00","3","8","8","80","D","RSG","3","1.3.4","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095230","Excise Taxes","6121678074.03","25990629581.51","26441121992.31","96146000000.00","3","9","9","90","D","RSG","2","1.4","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095234","Estate and Gift Taxes","1269788232.11","7302700725.10","6259985501.24","19660000000.00","3","10","10","100","D","RSG","2","1.5","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095238","Customs Duties","3047451737.73","12260400191.11","12263669183.16","36332000000.00","3","11","11","110","D","RSG","2","1.6","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095242","Miscellaneous Receipts","13004577143.71","66071390848.58","55146435382.94","138741000000.00","3","12","12","120","D","RSG","2","1.7","2016","2","2016","1","01","31"
"2016-01-31","18095171","18095250","Total Receipts","313578981081.18","1079223739200.94","1046224313221.00","3248469000000.00","3","13","13","130","T","SLB","2","1.8","2016","2","2016","1","01","31"
"2016-01-31","18095250","18095253","(On-Budget)","237260981081.18","830873853471.51","809681476825.19","2477146000000.00","3","14","14","140","T","SLB","3","1.8.1","2016","2","2016","1","01","31"
"2016-01-31","18095250","18095259","(Off-Budget)","76318000000.00","248349885729.43","236542836395.81","771323000000.00","3","15","15","150","T","SLB","3","1.8.2","2016","2","2016","1","01","31"
"2016-01-31","null","18095266","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095268","Legislative Branch","341826284.11","1456763858.22","1454814003.43","4899000000.00","3","17","17","170","D","C","2","2.1","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095274","Judicial Branch","558672885.36","2456026270.48","2362934884.16","7567000000.00","3","18","18","180","D","C","2","2.2","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095276","Department of Agriculture","10966015957.39","58672674661.07","56635085299.24","144654000000.00","3","19","19","210","D","C","2","2.3","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095282","Department of Commerce","662458166.08","2836491132.87","2774073276.99","9855000000.00","3","20","20","220","D","C","2","2.4","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095284","Department of Defense--Military Programs","37363190789.11","190569354441.04","195603209622.22","566426000000.00","3","21","21","230","D","C","2","2.5","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095290","Department of Education","8667994307.24","22700422549.55","19821509824.36","92295000000.00","3","22","22","250","D","C","2","2.6","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095292","Department of Energy","1837548740.62","8168810390.12","8454766892.04","25892000000.00","3","23","23","260","D","C","2","2.7","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095298","Department of Health and Human Services","82620324063.14","348389019752.03","355037621891.56","1029859000000.00","3","24","24","275","D","C","2","2.8","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095300","Department of Homeland Security","3011129710.28","14064462588.82","14932849562.37","41164000000.00","3","25","25","280","D","C","2","2.9","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095304","Department of Housing and Urban Development","3334164760.27","13509541417.20","11548893098.58","36378000000.00","3","26","26","290","D","C","2","2.10","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095306","Department of the Interior","888198282.16","3522617319.46","3380102750.41","13189000000.00","3","27","27","300","D","C","2","2.11","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095310","Department of Justice","2098728810.21","8330667815.60","6008200488.01","30647000000.00","3","28","28","310","D","C","2","2.12","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095312","Department of Labor","4724676756.49","10428564918.89","13582160870.85","46548000000.00","3","29","29","320","D","C","2","2.13","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095316","Department of State","1664346981.87","8632430479.71","8686190964.62","29310000000.00","3","30","30","330","D","C","2","2.14","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095318","Department of Transportation","4583166197.86","23205413571.45","22890172199.55","77099000000.00","3","31","31","340","D","C","2","2.15","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095322","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2016","2","2016","1","01","31"
"2016-01-31","18095322","18095324","Interest on Treasury Debt Securities (Gross)","21310629685.82","145170412954.12","133694172820.95","396407000000.00","3","33","33","360","D","P","3","2.16.1","2016","2","2016","1","01","31"
"2016-01-31","18095322","18095328","Other","6205877005.98","20464378698.59","17791485997.58","77376000000.00","3","34","34","370","D","P","3","2.16.2","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095330","Department of Veterans Affairs","6891853796.86","55356857777.57","57775989250.75","157921000000.00","3","35","35","375","D","C","2","2.17","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095334","Corps of Engineers","516461418.98","1863130503.88","2245659349.78","6782000000.00","3","36","36","377","D","C","2","2.18","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095336","Other Defense Civil Programs","1297169091.65","21888986425.69","28195244683.58","64742000000.00","3","37","37","378","D","C","2","2.19","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095340","Environmental Protection Agency","811546067.23","3288417038.61","3318799722.41","7097000000.00","3","38","38","380","D","C","2","2.20","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095342","Executive Office of the President","30198979.52","130682205.96","129777511.91","400000000.00","3","39","39","385","D","C","2","2.21","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095346","General Services Administration","-251114777.31","-295558470.56","-456022218.55","-1556000000.00","3","40","40","390","D","C","2","2.22","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095348","International Assistance Programs","2009849632.26","6416755715.69","10225897911.34","19942000000.00","3","41","41","395","D","C","2","2.23","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095352","National Aeronautics and Space Administration","1205831945.07","6348861136.93","6350592953.50","18097000000.00","3","42","42","400","D","C","2","2.24","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095354","National Science Foundation","466633842.43","2055331010.74","1937285303.20","7082000000.00","3","43","43","405","D","C","2","2.25","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095358","Office of Personnel Management","7826600666.48","30384441673.30","29906525159.17","96508000000.00","3","44","44","410","D","C","2","2.26","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095360","Small Business Administration","69910386.17","278320976.64","256957208.00","-571000000.00","3","45","45","420","D","C","2","2.27","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095364","Social Security Administration","50088602359.20","319654931219.46","312253419826.10","946402000000.00","3","46","46","423","D","C","2","2.28","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095366","Independent Agencies","3238480658.16","9712930058.64","8427330184.89","17388000000.00","3","47","47","440","D","C","2","2.29","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095372","Allowances","null","null","null","500000000.00","3","48","48","450","D","SL","2","2.30","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095376","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2016","2","2016","1","01","31"
"2016-01-31","18095376","18095378","Interest","-1195067014.98","-63318739883.66","-58441921935.52","-137811000000.00","3","50","50","470","D","UORG","3","2.31.1","2016","2","2016","1","01","31"
"2016-01-31","18095376","18095384","Other","-5430213869.42","-36728834030.35","-36346666477.90","-129508000000.00","3","51","51","480","D","UORG","3","2.31.2","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095390","Total Outlays","258415692566.29","1239614566177.76","1240437112879.58","3702980000000.00","3","52","52","490","T","SLB","2","2.32","2016","2","2016","1","01","31"
"2016-01-31","18095390","18095396","(On-Budget)","215987220963.57","1002657713424.18","1019128115549.89","2959432000000.00","3","53","53","500","T","SLB","3","2.32.1","2016","2","2016","1","01","31"
"2016-01-31","18095390","18095402","(Off-Budget)","42428471602.72","236956852753.58","221308997329.69","743548000000.00","3","54","54","510","T","SLB","3","2.32.2","2016","2","2016","1","01","31"
"2016-01-31","18095266","18095408","Surplus (+) or Deficit (-)","55163288514.89","-160390826976.82","-194212799658.58","-454511000000.00","3","55","55","520","T","SLB","2","2.33","2016","2","2016","1","01","31"
"2016-01-31","18095408","18095413","(On-Budget)","21273760117.61","-171783859952.67","-209446638724.70","-482286000000.00","3","56","56","530","T","SLB","3","2.33.1","2016","2","2016","1","01","31"
"2016-01-31","18095408","18095415","(Off-Budget)","33889528397.28","11393032975.85","15233839066.12","27775000000.00","3","57","57","540","T","SLB","3","2.33.2","2016","2","2016","1","01","31"
"2015-12-31","null","17620076","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620079","Individual Income Taxes","148726692702.77","351561934047.96","337648029361.14","1540274000000.00","3","2","2","20","D","RSG","2","1.1","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620081","Corporation Income Taxes","76970861146.63","84899245596.17","97041682550.12","346895000000.00","3","3","3","30","D","RSG","2","1.2","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620083","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2016","1","2015","4","12","31"
"2015-12-31","17620083","17620085","Employment and General Retirement (Off-Budget)","57391885729.43","172031885729.43","163555836395.81","771323000000.00","3","5","5","50","D","SL","3","1.3.1","2016","1","2015","4","12","31"
"2015-12-31","17620083","17620088","Employment and General Retirement (On-Budget)","20479984927.43","60664017332.52","57329324620.45","240458000000.00","3","6","6","60","D","SL","3","1.3.2","2016","1","2015","4","12","31"
"2015-12-31","17620083","17620091","Unemployment Insurance","343336811.25","7328573217.14","7170913474.29","54980000000.00","3","7","7","70","D","RSG","3","1.3.3","2016","1","2015","4","12","31"
"2015-12-31","17620083","17620093","Other Retirement","370095784.59","977476037.82","857579857.02","3660000000.00","3","8","8","80","D","RSG","3","1.3.4","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620095","Excise Taxes","6723188009.99","19868951507.48","19752135204.00","96146000000.00","3","9","9","90","D","RSG","2","1.4","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620097","Estate and Gift Taxes","2188066400.42","6032912492.99","4915662329.42","19660000000.00","3","10","10","100","D","RSG","2","1.5","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620099","Customs Duties","2890670115.49","9212948453.38","9240284285.63","36332000000.00","3","11","11","110","D","RSG","2","1.6","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620101","Miscellaneous Receipts","33545931168.40","53066813704.87","41970427383.13","138741000000.00","3","12","12","120","D","RSG","2","1.7","2016","1","2015","4","12","31"
"2015-12-31","17620076","17620108","Total Receipts","349630712796.40","765644758119.76","739481875461.01","3248469000000.00","3","13","13","130","T","SLB","2","1.8","2016","1","2015","4","12","31"
"2015-12-31","17620108","17620115","(On-Budget)","292238827066.97","593612872390.33","575926039065.20","2477146000000.00","3","14","14","140","T","SLB","3","1.8.1","2016","1","2015","4","12","31"
"2015-12-31","17620108","17620123","(Off-Budget)","57391885729.43","172031885729.43","163555836395.81","771323000000.00","3","15","15","150","T","SLB","3","1.8.2","2016","1","2015","4","12","31"
"2015-12-31","null","17620130","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620138","Legislative Branch","371795623.86","1106322574.11","1090154166.55","4899000000.00","3","17","17","170","D","C","2","2.1","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620146","Judicial Branch","702431060.66","1897353385.12","1701396783.72","7567000000.00","3","18","18","180","D","C","2","2.2","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620154","Department of Agriculture","14331790683.49","47706658703.68","44292684270.54","144654000000.00","3","19","19","210","D","C","2","2.3","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620162","Department of Commerce","781431366.26","2174032966.79","2038713608.64","9855000000.00","3","20","20","220","D","C","2","2.4","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620170","Department of Defense--Military Programs","54074511006.67","153206163651.93","153955228641.81","566426000000.00","3","21","21","230","D","C","2","2.5","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620178","Department of Education","5063097637.77","14032428242.31","15525029213.00","92295000000.00","3","22","22","250","D","C","2","2.6","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620185","Department of Energy","2398610576.61","6331261649.50","6581191306.00","25892000000.00","3","23","23","260","D","C","2","2.7","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620191","Department of Health and Human Services","87915070826.70","265768695688.89","251377080854.00","1029859000000.00","3","24","24","275","D","C","2","2.8","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620196","Department of Homeland Security","4082931340.30","11053332878.54","11754419465.97","41164000000.00","3","25","25","280","D","C","2","2.9","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620202","Department of Housing and Urban Development","3554045876.18","10175376656.93","8805138960.32","36378000000.00","3","26","26","290","D","C","2","2.10","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620206","Department of the Interior","938926283.59","2634419037.30","2514305244.87","13189000000.00","3","27","27","300","D","C","2","2.11","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620210","Department of Justice","1684296393.16","6231939005.39","5188893838.93","30647000000.00","3","28","28","310","D","C","2","2.12","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620214","Department of Labor","5032116685.16","5703888162.40","8536087558.06","46548000000.00","3","29","29","320","D","C","2","2.13","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620218","Department of State","2164921915.20","6968083497.84","6943948523.27","29310000000.00","3","30","30","330","D","C","2","2.14","2016","1","2015","4","12","31"
"2015-12-31","17620130","17620222","Department of Transportation","6965807245.44","18622247373.59","18327215543.91","77099000000.00","3","31","31","340","D","C","2","2.15","2016","1","2015","4","12","31"
