CATEGORIES,,,,,,
cat_idx,cat_code,cat_desc,cat_indent,,,
182,11,0,4,1,0,2.2
182,12,0,4,1,0,1.2
182,13,0,4,1,0,4.8
182,14,0,4,1,0,0.2
182,15,0,4,1,0,3.4
182,16,0,4,1,0,3.5
182,17,0,4,1,0,4.5
182,18,0,4,1,0,1.6
182,19,0,4,1,0,0.5
182,1,0,5,1,0,0.7
182,2,0,5,1,0,0.8
182,3,0,5,1,0,0.7
182,4,0,5,1,0,1.3
182,5,0,5,1,0,2.4
182,6,0,5,1,0,2.6
182,7,0,5,1,0,1.3
182,8,0,5,1,0,1.3
182,9,0,5,1,0,3.6
182,11,0,5,1,0,2.2
182,12,0,5,1,0,3.9
182,13,0,5,1,0,0
182,14,0,5,1,0,0.2
182,19,0,5,1,0,0.4
182,1,0,6,1,0,1.1
182,2,0,6,1,0,2.8
182,3,0,6,1,0,1.1
182,5,0,6,1,0,3.2
182,6,0,6,1,0,4.1
182,7,0,6,1,0,2.1
182,8,0,6,1,0,1.3
182,10,0,6,1,0,2.6
182,11,0,6,1,0,4
182,12,0,6,1,0,1.3
182,14,0,6,1,0,3.7
182,15,0,6,1,0,3.4
182,16,0,6,1,0,3.5
182,17,0,6,1,0,4.5
182,18,0,6,1,0,1.6
183,1,1,0,1,0,99300
183,2,1,0,1,0,42911
183,3,1,0,1,0,56389
183,4,1,0,1,0,2395
183,5,1,0,1,0,5499
183,6,1,0,1,0,6840
183,7,1,0,1,0,3458
183,8,1,0,1,0,6970
183,9,1,0,1,0,279
183,10,1,0,1,0,684
183,11,1,0,1,0,2094
183,12,1,0,1,0,3367
183,13,1,0,1,0,1917
183,14,1,0,1,0,8263
183,15,1,0,1,0,5360
183,16,1,0,1,0,1645
183,17,1,0,1,0,1092
183,18,1,0,1,0,618
183,19,1,0,1,0,5910
183,1,2,0,1,0,78392
183,2,2,0,1,0,42366
183,3,2,0,1,0,36026
183,4,2,0,1,0,2363
183,5,2,0,1,0,4810
183,6,2,0,1,0,6594
183,7,2,0,1,0,2632
183,8,2,0,1,0,1674
183,9,2,0,1,0,279
183,11,2,0,1,0,1107
183,12,2,0,1,0,982
183,13,2,0,1,0,1906
183,14,2,0,1,0,7776
183,19,2,0,1,0,5838
183,1,3,0,1,0,20908
183,2,3,0,1,0,545
183,3,3,0,1,0,20363
183,5,3,0,1,0,689
183,6,3,0,1,0,247
183,7,3,0,1,0,826
183,8,3,0,1,0,5296
183,10,3,0,1,0,676
183,11,3,0,1,0,987
183,12,3,0,1,0,2386
183,14,3,0,1,0,487
183,15,3,0,1,0,5346
183,16,3,0,1,0,1623
183,17,3,0,1,0,1071
183,18,3,0,1,0,617
183,20,1,0,1,1,1281815
183,21,1,0,1,1,537448
183,22,1,0,1,1,744367
183,23,1,0,1,1,28767
183,24,1,0,1,1,69235
183,25,1,0,1,1,87424
183,26,1,0,1,1,42855
183,27,1,0,1,1,95032
183,28,1,0,1,1,3614
183,29,1,0,1,1,8599
183,30,1,0,1,1,26997
183,31,1,0,1,1,44690
183,32,1,0,1,1,23289
183,33,1,0,1,1,103699
183,34,1,0,1,1,93163
183,35,1,0,1,1,22238
183,36,1,0,1,1,14147
183,37,1,0,1,1,7853
183,38,1,0,1,1,72767
183,20,2,0,1,1,981481
183,21,2,0,1,1,530177
183,22,2,0,1,1,451304
183,23,2,0,1,1,28387
183,24,2,0,1,1,60505
183,25,2,0,1,1,84275
183,26,2,0,1,1,33019
183,27,2,0,1,1,21045
183,28,2,0,1,1,3614
183,30,2,0,1,1,13766
183,31,2,0,1,1,13538
183,32,2,0,1,1,23154
183,33,2,0,1,1,97176
183,38,2,0,1,1,71904
183,20,3,0,1,1,300335
183,21,3,0,1,1,7271
183,22,3,0,1,1,293064
183,24,3,0,1,1,8730
183,25,3,0,1,1,3149
183,26,3,0,1,1,9836
183,27,3,0,1,1,73987
183,29,3,0,1,1,8502
183,30,3,0,1,1,13231
183,31,3,0,1,1,31152
183,33,3,0,1,1,6523
183,34,3,0,1,1,92970
183,35,3,0,1,1,21928
183,36,3,0,1,1,13845
183,37,3,0,1,1,7833
183,1,0,1,1,0,0.9
183,20,0,1,1,1,0.9
183,2,0,1,1,0,5.4
183,21,0,1,1,1,5.4
183,3,0,1,1,0,0.9
183,22,0,1,1,1,0.9
183,4,0,1,1,0,2.1
183,23,0,1,1,1,2.1
183,5,0,1,1,0,2.7
183,24,0,1,1,1,2.7
183,6,0,1,1,0,3.2
183,25,0,1,1,1,3.2
183,7,0,1,1,0,2.1
183,26,0,1,1,1,2.1
183,8,0,1,1,0,1.9
183,27,0,1,1,1,1.9
183,9,0,1,1,0,7.3
183,28,0,1,1,1,7.3
183,10,0,1,1,0,3.1
183,29,0,1,1,1,3.1
183,11,0,1,1,0,3.7
183,30,0,1,1,1,3.7
183,12,0,1,1,0,1.8
183,31,0,1,1,1,1.8
183,13,0,1,1,0,22.3
183,32,0,1,1,1,22.3
183,14,0,1,1,0,0.3
183,33,0,1,1,1,0.3
183,15,0,1,1,0,3.5
183,34,0,1,1,1,3.5
183,16,0,1,1,0,3.4
183,35,0,1,1,1,3.4
183,17,0,1,1,0,4.5
183,36,0,1,1,1,4.5
183,18,0,1,1,0,4.2
183,37,0,1,1,1,4.2
183,19,0,1,1,0,0.9
183,38,0,1,1,1,0.9
183,1,0,2,1,0,1
183,20,0,2,1,1,1
183,2,0,2,1,0,5
183,21,0,2,1,1,5
183,3,0,2,1,0,1
183,22,0,2,1,1,1
183,4,0,2,1,0,2.1
183,23,0,2,1,1,2.1
183,5,0,2,1,0,3
183,24,0,2,1,1,3
183,6,0,2,1,0,3.3
183,25,0,2,1,1,3.3
183,7,0,2,1,0,2.6
183,26,0,2,1,1,2.6
183,8,0,2,1,0,3.1
183,27,0,2,1,1,3.1
183,9,0,2,1,0,7.3
183,28,0,2,1,1,7.3
183,11,0,2,1,0,3.4
183,30,0,2,1,1,3.4
183,12,0,2,1,0,4
183,31,0,2,1,1,4
183,13,0,2,1,0,0
183,32,0,2,1,1,0
183,14,0,2,1,0,0.2
183,33,0,2,1,1,0.2
183,19,0,2,1,0,0.9
183,38,0,2,1,1,0.9
183,1,0,3,1,0,1.4
183,20,0,3,1,1,1.4
183,2,0,3,1,0,5.4
183,21,0,3,1,1,5.4
183,3,0,3,1,0,1.4
183,22,0,3,1,1,1.4
183,5,0,3,1,0,3.4
183,24,0,3,1,1,3.4
183,6,0,3,1,0,7.4
183,25,0,3,1,1,7.4
183,7,0,3,1,0,2.7
183,26,0,3,1,1,2.7
183,8,0,3,1,0,2.3
183,27,0,3,1,1,2.3
183,10,0,3,1,0,3.1
183,29,0,3,1,1,3.1
183,11,0,3,1,0,6.8
183,30,0,3,1,1,6.8
183,12,0,3,1,0,1.9
183,31,0,3,1,1,1.9
183,14,0,3,1,0,4.5
183,33,0,3,1,1,4.5
183,15,0,3,1,0,3.5
183,34,0,3,1,1,3.5
183,16,0,3,1,0,3.4
183,35,0,3,1,1,3.4
183,17,0,3,1,0,4.5
183,36,0,3,1,1,4.5
183,18,0,3,1,0,4.2
183,37,0,3,1,1,4.2
183,1,4,0,1,1,-0.5
183,2,4,0,1,1,-1.1
183,3,4,0,1,1,0
183,4,4,0,1,1,1.2
183,5,4,0,1,1,-1
183,6,4,0,1,1,2.9
183,7,4,0,1,1,2.1
183,8,4,0,1,1,-0.7
183,9,4,0,1,1,3.3
183,10,4,0,1,1,3.4
183,11,4,0,1,1,2.7
183,12,4,0,1,1,2
183,13,4,0,1,1,-3.2
183,14,4,0,1,1,-4.6
183,15,4,0,1,1,-1.3
183,16,4,0,1,1,-2.4
183,17,4,0,1,1,6.9
183,18,4,0,1,1,9
183,19,4,0,1,1,2.1
183,1,5,0,1,1,-0.8
183,2,5,0,1,1,-1.2
183,3,5,0,1,1,-0.3
183,4,5,0,1,1,1.3
183,5,5,0,1,1,-1.2
183,6,5,0,1,1,3.1
183,7,5,0,1,1,1.8
183,8,5,0,1,1,-1.6
183,9,5,0,1,1,3.3
183,11,5,0,1,1,-2.1
183,12,5,0,1,1,2.9
183,13,5,0,1,1,-3.2
183,14,5,0,1,1,-4.3
183,19,5,0,1,1,1.9
183,1,6,0,1,1,0.5
183,2,6,0,1,1,3.7
183,3,6,0,1,1,0.4
183,5,6,0,1,1,-0.1
183,6,6,0,1,1,-3.3
183,7,6,0,1,1,3
183,8,6,0,1,1,-0.4
183,10,6,0,1,1,3.7
183,11,6,0,1,1,8.1
183,12,6,0,1,1,1.6
183,14,6,0,1,1,-8.5
183,15,6,0,1,1,-1.3
183,16,6,0,1,1,-2.7
183,17,6,0,1,1,7.5
183,18,6,0,1,1,9.1
183,1,0,4,1,0,1.3
183,2,0,4,1,0,3.1
183,3,0,4,1,0,1.3
183,4,0,4,1,0,1.3
183,5,0,4,1,0,1.5
183,6,0,4,1,0,8.3
183,7,0,4,1,0,1.4
183,8,0,4,1,0,1.2
183,9,0,4,1,0,4.7
183,10,0,4,1,0,3.4
183,11,0,4,1,0,5.1
183,12,0,4,1,0,1.5
183,13,0,4,1,0,1.3
183,14,0,4,1,0,0.2
183,15,0,4,1,0,3
183,16,0,4,1,0,3.1
183,17,0,4,1,0,7.1
183,18,0,4,1,0,3.3
183,19,0,4,1,0,0.4
183,1,0,5,1,0,2
183,2,0,5,1,0,0.8
183,3,0,5,1,0,2
183,4,0,5,1,0,1.3
183,5,0,5,1,0,1.7
183,6,0,5,1,0,8.6
183,7,0,5,1,0,1.8
183,8,0,5,1,0,1.2
183,9,0,5,1,0,4.7
183,11,0,5,1,0,2.1
183,12,0,5,1,0,4.3
183,13,0,5,1,0,0
183,14,0,5,1,0,0.1
183,19,0,5,1,0,0.4
183,1,0,6,1,0,1.2
183,2,0,6,1,0,3.1
183,3,0,6,1,0,1.2
183,5,0,6,1,0,2.8
183,6,0,6,1,0,4.8
183,7,0,6,1,0,2
183,8,0,6,1,0,1.6
183,10,0,6,1,0,3.4
183,11,0,6,1,0,11
183,12,0,6,1,0,1.5
183,14,0,6,1,0,4.5
183,15,0,6,1,0,3
183,16,0,6,1,0,3.1
183,17,0,6,1,0,7.2
183,18,0,6,1,0,3.3
184,1,1,0,1,0,103437
184,2,1,0,1,0,45115
184,3,1,0,1,0,58322
184,4,1,0,1,0,2330
184,5,1,0,1,0,5598
184,6,1,0,1,0,7370
184,7,1,0,1,0,3439
184,8,1,0,1,0,7374
184,9,1,0,1,0,300
184,10,1,0,1,0,681
184,11,1,0,1,0,2168
184,12,1,0,1,0,3657
184,13,1,0,1,0,1837
184,14,1,0,1,0,8077
184,15,1,0,1,0,6312
184,16,1,0,1,0,1689
184,17,1,0,1,0,1228
184,18,1,0,1,0,526
184,19,1,0,1,0,5736
184,1,2,0,1,0,81240
184,2,2,0,1,0,44596
184,3,2,0,1,0,36644
184,4,2,0,1,0,2289
184,5,2,0,1,0,4988
184,6,2,0,1,0,7104
184,7,2,0,1,0,2658
184,8,2,0,1,0,1774
184,9,2,0,1,0,300
184,11,2,0,1,0,1182
184,12,2,0,1,0,1097
184,13,2,0,1,0,1827
184,14,2,0,1,0,7672
184,19,2,0,1,0,5678
184,1,3,0,1,0,22197
184,2,3,0,1,0,519
184,3,3,0,1,0,21678
184,5,3,0,1,0,610
184,6,3,0,1,0,266
184,7,3,0,1,0,781
184,8,3,0,1,0,5601
184,10,3,0,1,0,671
184,11,3,0,1,0,986
184,12,3,0,1,0,2561
184,14,3,0,1,0,405
184,15,3,0,1,0,6297
184,16,3,0,1,0,1663
184,17,3,0,1,0,1205
184,18,3,0,1,0,524
184,20,1,0,1,1,1275303
184,21,1,0,1,1,541329
184,22,1,0,1,1,733974
184,23,1,0,1,1,28122
184,24,1,0,1,1,68188
184,25,1,0,1,1,89088
184,26,1,0,1,1,42377
184,27,1,0,1,1,94199
184,28,1,0,1,1,3635
184,29,1,0,1,1,8413
184,30,1,0,1,1,26529
184,31,1,0,1,1,45090
184,32,1,0,1,1,23444
184,33,1,0,1,1,98001
184,34,1,0,1,1,91069
184,35,1,0,1,1,21274
184,36,1,0,1,1,14818
184,37,1,0,1,1,6902
184,38,1,0,1,1,72825
184,20,2,0,1,1,983719
184,21,2,0,1,1,534992
184,22,2,0,1,1,448727
184,23,2,0,1,1,27622
184,24,2,0,1,1,60663
184,25,2,0,1,1,85729
184,26,2,0,1,1,32765
184,27,2,0,1,1,21237
184,28,2,0,1,1,3635
184,30,2,0,1,1,14408
184,31,2,0,1,1,13273
184,32,2,0,1,1,23325
184,33,2,0,1,1,92966
184,38,2,0,1,1,72128
184,20,3,0,1,1,291584
184,21,3,0,1,1,6337
184,22,3,0,1,1,285247
184,24,3,0,1,1,7526
184,25,3,0,1,1,3359
184,26,3,0,1,1,9612
184,27,3,0,1,1,72961
184,29,3,0,1,1,8293
184,30,3,0,1,1,12122
184,31,3,0,1,1,31816
184,33,3,0,1,1,5036
184,34,3,0,1,1,90854
184,35,3,0,1,1,20942
184,36,3,0,1,1,14530
184,37,3,0,1,1,6881
184,1,0,1,1,0,0.9
184,20,0,1,1,1,0.9
184,2,0,1,1,0,5.6
184,21,0,1,1,1,5.6
184,3,0,1,1,0,0.9
184,22,0,1,1,1,0.9
184,4,0,1,1,0,2
184,23,0,1,1,1,2
184,5,0,1,1,0,2.6
184,24,0,1,1,1,2.6
184,6,0,1,1,0,3.2
184,25,0,1,1,1,3.2
184,7,0,1,1,0,2.1
184,26,0,1,1,1,2.1
184,8,0,1,1,0,1.9
184,27,0,1,1,1,1.9
184,9,0,1,1,0,7.3
184,28,0,1,1,1,7.3
184,10,0,1,1,0,3.1
184,29,0,1,1,1,3.1
184,11,0,1,1,0,3.8
184,30,0,1,1,1,3.8
184,12,0,1,1,0,1.8
184,31,0,1,1,1,1.8
184,13,0,1,1,0,22.5
184,32,0,1,1,1,22.5
184,14,0,1,1,0,0.3
184,33,0,1,1,1,0.3
184,15,0,1,1,0,3.4
184,34,0,1,1,1,3.4
184,16,0,1,1,0,3.4
184,35,0,1,1,1,3.4
184,17,0,1,1,0,4.5
184,36,0,1,1,1,4.5
184,18,0,1,1,0,4
184,37,0,1,1,1,4
184,19,0,1,1,0,0.9
184,38,0,1,1,1,0.9
184,1,0,2,1,0,1
184,20,0,2,1,1,1
184,2,0,2,1,0,5
184,21,0,2,1,1,5
184,3,0,2,1,0,1
184,22,0,2,1,1,1
184,4,0,2,1,0,2
184,23,0,2,1,1,2
184,5,0,2,1,0,3
184,24,0,2,1,1,3
184,6,0,2,1,0,3.3
184,25,0,2,1,1,3.3
184,7,0,2,1,0,2.6
184,26,0,2,1,1,2.6
184,8,0,2,1,0,3
184,27,0,2,1,1,3
184,9,0,2,1,0,7.3
184,28,0,2,1,1,7.3
184,11,0,2,1,0,3.4
184,30,0,2,1,1,3.4
184,12,0,2,1,0,3.6
184,31,0,2,1,1,3.6
184,13,0,2,1,0,0
184,32,0,2,1,1,0
184,14,0,2,1,0,0.2
184,33,0,2,1,1,0.2
184,19,0,2,1,0,0.9
184,38,0,2,1,1,0.9
184,1,0,3,1,0,1.4
184,20,0,3,1,1,1.4
184,2,0,3,1,0,5.6
184,21,0,3,1,1,5.6
184,3,0,3,1,0,1.4
184,22,0,3,1,1,1.4
184,5,0,3,1,0,3.4
184,24,0,3,1,1,3.4
184,6,0,3,1,0,6.9
184,25,0,3,1,1,6.9
184,7,0,3,1,0,2.7
184,26,0,3,1,1,2.7
184,8,0,3,1,0,2.2
184,27,0,3,1,1,2.2
184,10,0,3,1,0,3.1
184,29,0,3,1,1,3.1
184,11,0,3,1,0,7
184,30,0,3,1,1,7
184,12,0,3,1,0,2
184,31,0,3,1,1,2
184,14,0,3,1,0,4.4
184,33,0,3,1,1,4.4
184,15,0,3,1,0,3.4
184,34,0,3,1,1,3.4
184,16,0,3,1,0,3.4
184,35,0,3,1,1,3.4
184,17,0,3,1,0,4.5
184,36,0,3,1,1,4.5
184,18,0,3,1,0,4
184,37,0,3,1,1,4
184,1,4,0,1,1,-0.5
184,2,4,0,1,1,0.7
184,3,4,0,1,1,-1.4
184,4,4,0,1,1,-2.2
184,5,4,0,1,1,-1.5
184,6,4,0,1,1,1.9
184,7,4,0,1,1,-1.1
184,8,4,0,1,1,-0.9
184,9,4,0,1,1,0.6
184,10,4,0,1,1,-2.2
184,11,4,0,1,1,-1.7
184,12,4,0,1,1,0.9
184,13,4,0,1,1,0.7
184,14,4,0,1,1,-5.5
184,15,4,0,1,1,-2.2
184,16,4,0,1,1,-4.3
184,17,4,0,1,1,4.7
184,18,4,0,1,1,-12.1
184,19,4,0,1,1,0.1
184,1,5,0,1,1,0.2
184,2,5,0,1,1,0.9
184,3,5,0,1,1,-0.6
184,4,5,0,1,1,-2.7
184,5,5,0,1,1,0.3
184,6,5,0,1,1,1.7
184,7,5,0,1,1,-0.8
184,8,5,0,1,1,0.9
184,9,5,0,1,1,0.6
184,11,5,0,1,1,4.7
184,12,5,0,1,1,-2
184,13,5,0,1,1,0.7
184,14,5,0,1,1,-4.3
184,19,5,0,1,1,0.3
184,1,6,0,1,1,-2.9
184,2,6,0,1,1,-12.8
184,3,6,0,1,1,-2.7
184,5,6,0,1,1,-13.8
184,6,6,0,1,1,6.7
184,7,6,0,1,1,-2.3
184,8,6,0,1,1,-1.4
184,10,6,0,1,1,-2.5
184,11,6,0,1,1,-8.4
184,12,6,0,1,1,2.1
184,14,6,0,1,1,-22.8
184,15,6,0,1,1,-2.3
184,16,6,0,1,1,-4.5
184,17,6,0,1,1,4.9
184,18,6,0,1,1,-12.2
184,1,0,4,1,0,0.6
184,2,0,4,1,0,3.3
184,3,0,4,1,0,0.6
184,4,0,4,1,0,0.9
184,5,0,4,1,0,1.2
184,6,0,4,1,0,1.5
184,7,0,4,1,0,1.2
184,8,0,4,1,0,1.3
184,9,0,4,1,0,3.6
184,10,0,4,1,0,2.3
184,11,0,4,1,0,5
184,12,0,4,1,0,1.4
184,13,0,4,1,0,6.4
184,14,0,4,1,0,0.2
184,15,0,4,1,0,3.5
184,16,0,4,1,0,3
184,17,0,4,1,0,5
184,18,0,4,1,0,3.1
184,19,0,4,1,0,0.4
184,1,0,5,1,0,0.5
184,2,0,5,1,0,0.8
184,3,0,5,1,0,0.5
184,4,0,5,1,0,0.9
184,5,0,5,1,0,1.3
184,6,0,5,1,0,1.6
184,7,0,5,1,0,1.4
184,8,0,5,1,0,1.7
184,9,0,5,1,0,3.6
184,11,0,5,1,0,1.6
184,12,0,5,1,0,1.9
184,13,0,5,1,0,0
184,14,0,5,1,0,0.1
184,19,0,5,1,0,0.4
184,1,0,6,1,0,1.2
184,2,0,6,1,0,3.3
184,3,0,6,1,0,1.3
184,5,0,6,1,0,2.7
184,6,0,6,1,0,3.9
184,7,0,6,1,0,2.3
184,8,0,6,1,0,1.6
184,10,0,6,1,0,2.2
184,11,0,6,1,0,10.3
184,12,0,6,1,0,1.6
184,14,0,6,1,0,3.8
184,15,0,6,1,0,3.5
184,16,0,6,1,0,3.1
184,17,0,6,1,0,5.1
184,18,0,6,1,0,3.1
185,1,1,0,1,0,111213
185,2,1,0,1,0,47528
185,3,1,0,1,0,63685
185,4,1,0,1,0,2467
185,5,1,0,1,0,5777
185,6,1,0,1,0,7686
185,7,1,0,1,0,3720
185,8,1,0,1,0,8416
185,9,1,0,1,0,322
185,10,1,0,1,0,721
185,11,1,0,1,0,2384
185,12,1,0,1,0,4050
185,13,1,0,1,0,1939
185,14,1,0,1,0,8133
185,15,1,0,1,0,8005
185,16,1,0,1,0,1968
185,17,1,0,1,0,1284
185,18,1,0,1,0,622
185,19,1,0,1,0,6193
185,1,2,0,1,0,85182
185,2,2,0,1,0,46910
185,3,2,0,1,0,38271
185,4,2,0,1,0,2417
185,5,2,0,1,0,5032
185,6,2,0,1,0,7357
185,7,2,0,1,0,2885
185,8,2,0,1,0,1939
185,9,2,0,1,0,322
185,11,2,0,1,0,1262
185,12,2,0,1,0,1303
185,13,2,0,1,0,1928
185,14,2,0,1,0,7605
185,19,2,0,1,0,6132
185,1,3,0,1,0,26032
185,2,3,0,1,0,618
185,3,3,0,1,0,25414
185,5,3,0,1,0,745
185,6,3,0,1,0,328
185,7,3,0,1,0,835
185,8,3,0,1,0,6477
185,10,3,0,1,0,708
185,11,3,0,1,0,1122
185,12,3,0,1,0,2747
185,14,3,0,1,0,528
185,15,3,0,1,0,7988
185,16,3,0,1,0,1937
185,17,3,0,1,0,1259
185,18,3,0,1,0,620
185,20,1,0,1,1,1285076
185,21,1,0,1,1,541342
185,22,1,0,1,1,743734
185,23,1,0,1,1,28463
185,24,1,0,1,1,68036
185,25,1,0,1,1,89175
185,26,1,0,1,1,43290
185,27,1,0,1,1,98530
185,28,1,0,1,1,3889
185,29,1,0,1,1,8659
185,30,1,0,1,1,27437
185,31,1,0,1,1,46952
185,32,1,0,1,1,23241
185,33,1,0,1,1,96583
185,34,1,0,1,1,91249
185,35,1,0,1,1,22466
185,36,1,0,1,1,14398
185,37,1,0,1,1,7561
185,38,1,0,1,1,73806
185,20,2,0,1,1,983085
185,21,2,0,1,1,534302
185,22,2,0,1,1,448783
185,23,2,0,1,1,27865
185,24,2,0,1,1,59427
185,25,2,0,1,1,85324
185,26,2,0,1,1,33480
185,27,2,0,1,1,21450
185,28,2,0,1,1,3889
185,30,2,0,1,1,14817
185,31,2,0,1,1,14797
185,32,2,0,1,1,23106
185,33,2,0,1,1,90595
185,38,2,0,1,1,73079
185,20,3,0,1,1,301991
185,21,3,0,1,1,7041
185,22,3,0,1,1,294951
185,24,3,0,1,1,8609
185,25,3,0,1,1,3851
185,26,3,0,1,1,9810
185,27,3,0,1,1,77081
185,29,3,0,1,1,8520
185,30,3,0,1,1,12620
185,31,3,0,1,1,32155
185,33,3,0,1,1,5988
185,34,3,0,1,1,91059
185,35,3,0,1,1,22158
185,36,3,0,1,1,14104
185,37,3,0,1,1,7536
185,1,0,1,1,0,0.9
185,20,0,1,1,1,0.9
185,2,0,1,1,0,5.6
185,21,0,1,1,1,5.6
185,3,0,1,1,0,0.9
185,22,0,1,1,1,0.9
185,4,0,1,1,0,2
185,23,0,1,1,1,2
185,5,0,1,1,0,2.6
185,24,0,1,1,1,2.6
185,6,0,1,1,0,3.2
185,25,0,1,1,1,3.2
185,7,0,1,1,0,2.1
185,26,0,1,1,1,2.1
185,8,0,1,1,0,1.9
185,27,0,1,1,1,1.9
185,9,0,1,1,0,7.3
185,28,0,1,1,1,7.3
185,10,0,1,1,0,3.1
185,29,0,1,1,1,3.1
185,11,0,1,1,0,3.7
185,30,0,1,1,1,3.7
185,12,0,1,1,0,1.9
185,31,0,1,1,1,1.9
185,13,0,1,1,0,21.8
185,32,0,1,1,1,21.8
185,14,0,1,1,0,0.3
185,33,0,1,1,1,0.3
185,15,0,1,1,0,3.8
185,34,0,1,1,1,3.8
185,16,0,1,1,0,3.4
185,35,0,1,1,1,3.4
185,17,0,1,1,0,4.5
185,36,0,1,1,1,4.5
185,18,0,1,1,0,3.9
185,37,0,1,1,1,3.9
185,19,0,1,1,0,0.9
185,38,0,1,1,1,0.9
185,1,0,2,1,0,1
185,20,0,2,1,1,1
185,2,0,2,1,0,5
185,21,0,2,1,1,5
185,3,0,2,1,0,1
185,22,0,2,1,1,1
185,4,0,2,1,0,2
185,23,0,2,1,1,2
185,5,0,2,1,0,3
185,24,0,2,1,1,3
185,6,0,2,1,0,3.3
185,25,0,2,1,1,3.3
185,7,0,2,1,0,2.6
185,26,0,2,1,1,2.6
185,8,0,2,1,0,3
185,27,0,2,1,1,3
185,9,0,2,1,0,7.3
185,28,0,2,1,1,7.3
185,11,0,2,1,0,3.3
185,30,0,2,1,1,3.3
185,12,0,2,1,0,3.4
185,31,0,2,1,1,3.4
185,13,0,2,1,0,0
185,32,0,2,1,1,0
185,14,0,2,1,0,0.2
185,33,0,2,1,1,0.2
185,19,0,2,1,0,0.9
185,38,0,2,1,1,0.9
185,1,0,3,1,0,1.5
185,20,0,3,1,1,1.5
185,2,0,3,1,0,5.6
185,21,0,3,1,1,5.6
185,3,0,3,1,0,1.5
185,22,0,3,1,1,1.5
185,5,0,3,1,0,3.4
185,24,0,3,1,1,3.4
185,6,0,3,1,0,6.7
185,25,0,3,1,1,6.7
185,7,0,3,1,0,2.7
185,26,0,3,1,1,2.7
185,8,0,3,1,0,2.3
185,27,0,3,1,1,2.3
185,10,0,3,1,0,3.1
185,29,0,3,1,1,3.1
185,11,0,3,1,0,6.8
185,30,0,3,1,1,6.8
185,12,0,3,1,0,2.1
185,31,0,3,1,1,2.1
185,14,0,3,1,0,4.3
185,33,0,3,1,1,4.3
185,15,0,3,1,0,3.8
185,34,0,3,1,1,3.8
185,16,0,3,1,0,3.5
185,35,0,3,1,1,3.5
185,17,0,3,1,0,4.5
185,36,0,3,1,1,4.5
185,18,0,3,1,0,3.9
185,37,0,3,1,1,3.9
185,1,4,0,1,1,0.8
185,2,4,0,1,1,0
185,3,4,0,1,1,1.3
185,4,4,0,1,1,1.2
185,5,4,0,1,1,-0.2
185,6,4,0,1,1,0.1
185,7,4,0,1,1,2.2
185,8,4,0,1,1,4.6
185,9,4,0,1,1,7
185,10,4,0,1,1,2.9
185,11,4,0,1,1,3.4
185,12,4,0,1,1,4.1
185,13,4,0,1,1,-0.9
185,14,4,0,1,1,-1.4
185,15,4,0,1,1,0.2
185,16,4,0,1,1,5.6
185,17,4,0,1,1,-2.8
185,18,4,0,1,1,9.5
185,19,4,0,1,1,1.3
185,1,5,0,1,1,-0.1
185,2,5,0,1,1,-0.1
185,3,5,0,1,1,0
185,4,5,0,1,1,0.9
185,5,5,0,1,1,-2
185,6,5,0,1,1,-0.5
185,7,5,0,1,1,2.2
185,8,5,0,1,1,1
185,9,5,0,1,1,7
185,11,5,0,1,1,2.8
185,12,5,0,1,1,11.5
185,13,5,0,1,1,-0.9
185,14,5,0,1,1,-2.6
185,19,5,0,1,1,1.3
185,1,6,0,1,1,3.6
185,2,6,0,1,1,11.1
185,3,6,0,1,1,3.4
185,5,6,0,1,1,14.4
185,6,6,0,1,1,14.6
185,7,6,0,1,1,2.1
185,8,6,0,1,1,5.6
185,10,6,0,1,1,2.7
185,11,6,0,1,1,4.1
185,12,6,0,1,1,1.1
185,14,6,0,1,1,18.9
185,15,6,0,1,1,0.2
185,16,6,0,1,1,5.8
185,17,6,0,1,1,-2.9
185,18,6,0,1,1,9.5
185,1,0,4,1,0,1.5
185,2,0,4,1,0,3.8
185,3,0,4,1,0,1.5
185,4,0,4,1,0,1.1
185,5,0,4,1,0,1
185,6,0,4,1,0,1.3
185,7,0,4,1,0,1.1
185,8,0,4,1,0,1.6
185,9,0,4,1,0,4.6
185,10,0,4,1,0,3
185,11,0,4,1,0,2.5
185,12,0,4,1,0,2.5
185,13,0,4,1,0,10.3
185,14,0,4,1,0,0.2
185,15,0,4,1,0,10.2
185,16,0,4,1,0,4.4
185,17,0,4,1,0,4.3
185,18,0,4,1,0,3.7
185,19,0,4,1,0,0.4
185,1,0,5,1,0,0.4
185,2,0,5,1,0,0.8
185,3,0,5,1,0,0.4
185,4,0,5,1,0,1.1
185,5,0,5,1,0,1.1
185,6,0,5,1,0,1.4
185,7,0,5,1,0,1.3
185,8,0,5,1,0,1.7
185,9,0,5,1,0,4.6
185,11,0,5,1,0,1.7
185,12,0,5,1,0,2.7
185,13,0,5,1,0,0
185,14,0,5,1,0,0.1
185,19,0,5,1,0,0.4
185,1,0,6,1,0,3.2
185,2,0,6,1,0,3.8
185,3,0,6,1,0,3.3
185,5,0,6,1,0,2.4
185,6,0,6,1,0,4.1
185,7,0,6,1,0,1.9
185,8,0,6,1,0,2
185,10,0,6,1,0,3
185,11,0,6,1,0,4.6
185,12,0,6,1,0,2.8
185,14,0,6,1,0,5.6
