index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURA214SA0      ,CWURA214SA0      ,"All items in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,16.3,18.7,22.0,19.4,17.7,17.7,17.5,17.8,17.8,17.2,16.9,17.0,16.7,15.7,14.1,13.4,13.9,14.2,14.3,14.8,14.5,14.3,14.2,14.9,16.5,17.5,17.8,18.3,19.6,22.2,23.9,23.7,24.0,25.8,26.6,26.7,26.9,26.9,27.3,28.2,28.8,29.3,29.7,30.0,30.5,30.8,31.6,32.6,33.4,34.1,35.5,37.4,39.5,41.1,42.3,44.5,49.2,53.9,56.8,60.9,65.5,74.4,84.1,91.2,95.7,101.3,103.0,105.7,106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SA0E     ,CWURA214SA0E     ,"Energy in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,67.6,85.7,94.6,99.0,101.0,100.0,97.9,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SA0L1E   ,CWURA214SA0L1E   ,"All items less food and energy in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M02,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,101.8,103.5,107.2,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SA0L2    ,CWURA214SA0L2    ,"All items less shelter in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,62.4,66.7,74.0,82.7,90.1,95.9,100.2,103.9,106.6,106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SA0L5    ,CWURA214SA0L5    ,"All items  less medical care in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,35.9,37.8,39.9,41.5,42.7,44.9,49.7,54.5,57.3,61.3,65.9,75.0,84.7,91.8,95.9,101.3,102.8,105.4,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SA0LE    ,CWURA214SA0LE    ,"All items less energy in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,75.5,83.9,90.7,95.2,101.3,103.5,106.9,110.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAA      ,CWURA214SAA      ,"Apparel in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,40.1,40.1,40.6,41.5,41.6,42.0,43.0,43.3,43.3,43.9,45.0,45.9,47.1,48.8,52.4,56.1,59.2,60.7,62.2,63.7,67.8,71.1,72.9,79.4,82.1,84.4,87.0,92.3,95.8,102.2,102.1,105.7,106.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAC      ,CWURA214SAC      ,"Commodities in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,38.0,39.9,41.5,43.0,44.3,47.1,52.8,58.0,60.3,64.1,68.5,77.5,86.6,93.0,95.9,101.4,102.7,105.2,103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SACL1    ,CWURA214SACL1    ,"Commodities less food in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,39.1,41.0,42.2,44.1,45.2,46.4,51.2,56.3,59.4,62.9,66.1,75.8,85.7,92.3,95.3,102.2,102.5,105.1,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SACL11   ,CWURA214SACL11   ,"Commodities less food and beverages in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,62.6,65.9,75.7,85.6,92.3,95.3,102.2,102.5,105.0,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAD      ,CWURA214SAD      ,"Durables in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,40.4,41.6,43.1,44.9,46.1,46.5,49.9,56.2,60.0,63.3,67.0,76.0,83.4,89.5,93.8,103.2,103.0,104.6,104.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAF      ,CWURA214SAF      ,"Food and beverages in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,67.8,75.0,82.0,89.1,94.7,97.5,99.3,103.2,105.8,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAF1     ,CWURA214SAF1     ,"Food in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,18.7,20.5,23.6,17.5,16.0,16.4,16.4,18.1,18.6,17.5,17.4,17.9,17.1,14.1,11.6,11.4,12.8,13.9,13.9,14.5,13.4,13.0,12.6,13.9,16.4,18.3,18.0,18.3,20.7,25.5,27.4,26.0,26.2,29.3,29.8,29.0,28.6,28.1,28.4,29.3,30.1,29.5,29.7,30.2,30.6,30.9,31.8,33.0,34.7,35.0,36.4,38.4,40.6,41.5,43.2,49.4,56.8,62.1,63.2,67.5,75.0,82.1,89.2,95.0,97.7,99.2,103.1,105.7,109.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAF11    ,CWURA214SAF11    ,"Food at home in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,30.9,30.0,30.3,31.2,32.1,31.2,31.3,31.9,32.3,32.6,33.6,34.9,36.7,36.4,37.8,39.7,41.7,42.3,44.4,51.7,59.7,65.4,65.5,69.0,77.0,84.0,91.2,96.7,98.7,98.9,102.4,104.8,109.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAF116   ,CWURA214SAF116   ,"Alcoholic beverages in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,72.7,75.0,80.6,87.3,91.7,96.0,100.4,103.6,108.2,113.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAG      ,CWURA214SAG      ,"Other goods and services in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,61.6,65.1,71.4,78.6,84.9,91.2,100.7,108.0,115.5,125.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAH      ,CWURA214SAH      ,"Housing in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,57.8,62.9,73.2,83.4,90.3,94.9,103.2,102.0,103.5,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAH1     ,CWURA214SAH1     ,"Shelter in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,25.4,26.0,26.1,26.4,26.7,27.1,27.6,27.9,28.1,28.4,28.5,28.9,29.6,30.5,31.7,33.9,37.1,38.5,40.2,40.7,44.5,50.1,53.0,56.6,62.5,75.6,87.6,94.1,95.1,104.0,100.9,103.8,107.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAH2     ,CWURA214SAH2     ,"Fuels and utilities in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,21.0,22.1,22.3,22.8,23.6,23.9,24.8,25.2,25.8,25.8,26.8,26.9,26.6,26.7,27.4,28.3,29.9,30.1,30.8,32.2,35.3,39.3,43.8,50.5,54.0,60.7,67.5,76.5,92.2,102.3,105.5,102.5,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAH21    ,CWURA214SAH21    ,"Household energy in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,46.3,50.1,59.0,68.2,77.2,93.7,103.1,103.2,97.4,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAH3     ,CWURA214SAH3     ,"Household furnishings and operations in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,70.5,74.7,77.7,84.2,90.6,96.8,101.0,102.2,105.7,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAM      ,CWURA214SAM      ,"Medical care in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.9,12.2,12.4,13.0,13.7,14.0,15.6,15.9,16.6,17.7,19.0,20.0,20.3,21.1,21.5,21.7,22.8,24.0,25.3,27.2,28.9,30.4,31.8,33.8,35.1,36.7,40.1,43.6,47.3,51.8,56.4,63.9,71.3,79.2,91.0,101.1,107.9,111.8,117.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAN      ,CWURA214SAN      ,"Nondurables in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,37.1,39.4,41.0,42.4,43.7,47.7,54.4,59.0,60.8,64.8,69.7,78.6,89.0,95.7,97.5,100.0,102.5,105.2,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SANL1    ,CWURA214SANL1    ,"Nondurables less food in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,37.8,40.4,41.4,43.3,44.3,46.2,52.1,56.2,58.7,62.4,64.9,75.5,88.9,96.3,97.4,100.7,101.9,104.8,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SANL11   ,CWURA214SANL11   ,"Nondurables less food and beverages in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,61.8,64.3,75.2,89.0,96.6,97.4,100.7,101.8,104.6,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAS      ,CWURA214SAS      ,"Services in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,31.7,33.6,36.5,38.2,39.2,40.4,43.6,47.7,51.4,55.8,60.8,69.7,80.2,88.4,95.2,101.2,103.5,106.5,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SASL2RS  ,CWURA214SASL2RS  ,"Services less rent of shelter in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SASL5    ,CWURA214SASL5    ,"Services less medical care services in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,32.4,34.3,37.5,39.1,40.1,41.1,44.2,48.4,52.1,56.4,61.5,70.4,81.3,89.5,95.7,101.2,103.1,106.0,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAT      ,CWURA214SAT      ,"Transportation in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,20.1,21.3,21.8,23.0,25.2,25.8,25.1,24.9,25.3,27.4,28.9,30.4,30.4,30.4,31.1,31.1,31.4,33.6,34.3,34.5,35.3,36.9,38.0,40.8,40.8,42.4,47.0,51.2,55.2,58.8,61.7,72.2,85.0,93.7,97.5,99.5,103.1,106.5,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SAT1     ,CWURA214SAT1     ,"Private transportation in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,22.7,23.8,23.8,25.1,27.0,27.5,26.6,26.2,26.3,28.3,29.5,31.1,30.9,30.9,31.6,31.4,31.2,33.7,34.5,34.6,35.3,36.9,37.4,40.3,40.5,42.1,47.1,51.4,55.6,59.3,62.3,73.2,86.2,94.8,97.9,99.2,103.0,106.5,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEFV     ,CWURA214SEFV     ,"Food away from home in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,22.6,23.2,23.6,24.5,24.9,25.4,25.7,26.2,26.5,26.9,27.4,28.2,29.9,31.4,33.0,35.2,38.1,39.7,40.7,43.9,49.6,54.2,57.8,64.4,70.7,78.4,85.1,91.8,95.4,99.7,104.9,107.0,109.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEHA     ,CWURA214SEHA     ,"Rent of primary residence in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,30.4,33.2,41.1,49.1,47.8,46.4,44.6,41.9,40.3,38.4,37.1,35.9,35.5,34.8,32.1,27.7,26.0,25.7,26.1,26.8,27.4,27.3,27.4,27.9,29.1,29.2,29.4,29.5,29.7,31.2,33.7,35.7,37.6,38.8,40.3,42.8,45.2,46.3,46.6,46.9,47.2,47.7,48.3,48.8,48.8,49.1,49.3,49.5,49.7,50.1,50.6,51.7,53.2,54.6,55.4,56.4,57.7,59.7,62.1,65.8,69.9,74.7,80.3,87.1,93.8,99.8,106.5,113.6,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEHC     ,CWURA214SEHC     ,"Owners' equivalent rent of residences in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEHC01   ,CWURA214SEHC01   ,"Owners' equivalent rent of primary residence in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEHF     ,CWURA214SEHF     ,"Energy services in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,21.1,21.2,21.0,20.1,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.4,15.8,13.7,13.8,14.0,14.3,14.9,15.0,15.6,17.5,17.6,17.5,17.5,17.7,19.2,18.9,19.2,19.1,20.3,20.5,20.4,20.3,20.6,21.2,23.0,23.0,23.5,24.3,28.0,32.5,37.9,45.9,50.1,58.8,66.9,75.5,93.3,103.3,103.4,97.5,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEHF01   ,CWURA214SEHF01   ,"Electricity in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,35.6,42.0,49.6,55.3,59.6,67.9,81.2,86.1,90.6,94.4,100.5,105.0,106.6,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SEHF02   ,CWURA214SEHF02   ,"Utility (piped) gas service in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,17.4,19.7,22.6,27.3,35.8,37.4,42.8,53.3,64.8,92.5,105.3,102.2,91.0,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SETB     ,CWURA214SETB     ,"Motor fuel in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,74.5,100.1,109.2,103.4,99.3,97.3,98.3,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SETB01   ,CWURA214SETB01   ,"Gasoline (all types) in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,74.5,100.1,109.3,103.5,99.3,97.2,98.2,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SS47014  ,CWURA214SS47014  ,"Gasoline, unleaded regular in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,51.5,53.6,74.7,99.8,108.9,103.5,99.3,97.3,98.3,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214SS47016  ,CWURA214SS47016  ,"Gasoline, unleaded premium in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,97.5,100.6,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
