Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2015-12-31","null","17620040","Corporation Income Taxes","79733202459.26","2762341312.63","76970861146.63","96491718151.99","11592472555.82","84899245596.17","107809649264.69","10767966714.57","97041682550.12","4","6","6","130","D","RSG","1","2","2016","1","2015","4","12","31"
"2015-12-31","null","17620042","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2016","1","2015","4","12","31"
"2015-12-31","17620042","17620044","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2016","1","2015","4","12","31"
"2015-12-31","17620044","17620046","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2016","1","2015","4","12","31"
"2015-12-31","17620046","17620048","Federal Insurance Contributions Act Taxes","54049000000.00","null","54049000000.00","151662000000.00","null","151662000000.00","143351990615.01","null","143351990615.01","4","10","10","200","D","SRS","4","3.1.1.1","2016","1","2015","4","12","31"
"2015-12-31","17620046","17620050","Self-Employment Contributions Act Taxes","482000000.00","null","482000000.00","868000000.00","null","868000000.00","840000000.00","null","840000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2016","1","2015","4","12","31"
"2015-12-31","17620046","17620054","Adjustments Attributable to Prior Years","-5469711098.63","null","-5469711098.63","-5469711098.63","null","-5469711098.63","-4376371180.23","null","-4376371180.23","4","12","12","209","D","SRS","4","3.1.1.3","2016","1","2015","4","12","31"
"2015-12-31","17620046","17620056","Total -- Federal Old-Age and Survivors Insurance Trust Fund","49061288901.37","null","49061288901.37","147060288901.37","null","147060288901.37","139815619434.78","null","139815619434.78","4","13","13","210","T","RSG","4","3.1.1.4","2016","1","2015","4","12","31"
"2015-12-31","17620044","17620058","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","14","14","211","S","RSG","3","3.1.2","2016","1","2015","4","12","31"
"2015-12-31","17620058","17620060","Federal Insurance Contributions Act Taxes","9179000000.00","null","9179000000.00","25754000000.00","null","25754000000.00","24343000000.00","null","24343000000.00","4","15","15","212","D","SRS","4","3.1.2.1","2016","1","2015","4","12","31"
"2015-12-31","17620058","17620062","Self-Employment Contributions Act Taxes","82000000.00","null","82000000.00","148000000.00","null","148000000.00","143000000.00","null","143000000.00","4","16","16","214","D","SRS","4","3.1.2.2","2016","1","2015","4","12","31"
"2015-12-31","17620058","17620066","Adjustments Attributable to Prior Years","-930403171.94","null","-930403171.94","-930403171.94","null","-930403171.94","-745783038.97","null","-745783038.97","4","17","17","219","D","SRS","4","3.1.2.3","2016","1","2015","4","12","31"
"2015-12-31","17620058","17620068","Total -- Federal Disability Insurance Trust Fund","8330596828.06","null","8330596828.06","24971596828.06","null","24971596828.06","23740216961.03","null","23740216961.03","4","18","18","220","T","RSG","4","3.1.2.4","2016","1","2015","4","12","31"
"2015-12-31","17620044","17620070","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","19","19","221","S","RSG","3","3.1.3","2016","1","2015","4","12","31"
"2015-12-31","17620070","17620072","Federal Insurance Contributions Act Taxes","21854000000.00","null","21854000000.00","60954000000.00","null","60954000000.00","57045000000.00","null","57045000000.00","4","20","20","222","D","SRS","4","3.1.3.1","2016","1","2015","4","12","31"
"2015-12-31","17620070","17620074","Self-Employment Contributions Act Taxes","234000000.00","null","234000000.00","406000000.00","null","406000000.00","405000000.00","null","405000000.00","4","21","21","224","D","SRS","4","3.1.3.2","2016","1","2015","4","12","31"
"2015-12-31","17620070","17620084","Adjustments Attributable to Prior Years","-2054296158.00","null","-2054296158.00","-2054296158.00","null","-2054296158.00","-1512420319.26","null","-1512420319.26","4","22","22","228","D","SRS","4","3.1.3.3","2016","1","2015","4","12","31"
"2015-12-31","17620070","17620087","Total -- Federal Hospital Insurance Trust Fund","20033703842.00","null","20033703842.00","59305703842.00","null","59305703842.00","55937579680.74","null","55937579680.74","4","23","23","229","T","RSG","4","3.1.3.4","2016","1","2015","4","12","31"
"2015-12-31","17620044","17620090","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","24","24","230","S","RSG","3","3.1.4","2016","1","2015","4","12","31"
"2015-12-31","17620090","17620094","Rail Pension and Supplemental Annuity","188533493.93","41435.00","188492058.93","630264516.98","146626.08","630117890.90","652603886.36","127618.84","652476267.52","4","25","25","235","D","RSG","4","3.1.4.1","2016","1","2015","4","12","31"
"2015-12-31","17620090","17620098","Social Security Equivalent Account","257835618.09","46591.59","257789026.50","728360473.34","164873.72","728195599.62","739420038.22","151366.03","739268672.19","4","26","26","240","D","RSG","4","3.1.4.2","2016","1","2015","4","12","31"
"2015-12-31","17620044","17620102","Total -- Employment and General Retirement","77871958683.45","88026.59","77871870656.86","232696214561.75","311499.80","232695903061.95","220885440001.13","278984.87","220885161016.26","4","27","27","241","T","RSG","3","3.1.5","2016","1","2015","4","12","31"
"2015-12-31","17620042","17620105","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","28","28","250","S","RSG","2","3.2","2016","1","2015","4","12","31"
"2015-12-31","17620105","17620107","Deposits by States","297542057.67","null","297542057.67","6598234713.92","null","6598234713.92","6488633627.85","null","6488633627.85","4","29","29","251","D","RSG","3","3.2.1","2016","1","2015","4","12","31"
"2015-12-31","17620105","17620110","Federal Unemployment Taxes","45789554.44","31392.67","45758161.77","709530943.99","7784985.75","701745958.24","682770885.84","9016199.80","673754686.04","4","30","30","254","D","RSG","3","3.2.2","2016","1","2015","4","12","31"
"2015-12-31","17620105","17620112","Railroad Unemployment Taxes","36591.81","null","36591.81","28592544.98","null","28592544.98","8525160.40","null","8525160.40","4","31","31","255","D","RSG","3","3.2.3","2016","1","2015","4","12","31"
"2015-12-31","17620105","17620120","Total -- Unemployment Insurance","343368203.92","31392.67","343336811.25","7336358202.89","7784985.75","7328573217.14","7179929674.09","9016199.80","7170913474.29","4","32","32","269","T","RSG","3","3.2.4","2016","1","2015","4","12","31"
"2015-12-31","17620042","17620126","Other Retirement:","null","null","null","null","null","null","null","null","null","4","33","33","270","S","RSG","2","3.3","2016","1","2015","4","12","31"
"2015-12-31","17620126","17620128","Federal Employees' Retirement--Employee Share","367641371.04","null","367641371.04","971252597.20","null","971252597.20","851850144.01","null","851850144.01","4","34","34","279","D","RSG","3","3.3.1","2016","1","2015","4","12","31"
"2015-12-31","17620126","17620133","Non-Federal Employees Retirement","2454413.55","null","2454413.55","6223440.62","null","6223440.62","5729713.01","null","5729713.01","4","35","35","284","D","RSG","3","3.3.2","2016","1","2015","4","12","31"
"2015-12-31","17620126","17620135","Total -- Other Retirement","370095784.59","null","370095784.59","977476037.82","null","977476037.82","857579857.02","null","857579857.02","4","36","36","285","T","RSG","3","3.3.3","2016","1","2015","4","12","31"
"2015-12-31","17620042","17620141","Total -- Social Insurance and Retirement Receipts","78585422671.96","119419.26","78585303252.70","241010048802.46","8096485.55","241001952316.91","228922949532.24","9295184.67","228913654347.57","4","37","37","286","T","RSG","2","3.4","2016","1","2015","4","12","31"
"2015-12-31","null","17620143","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","38","38","300","S","RSG","1","4","2016","1","2015","4","12","31"
"2015-12-31","17620143","17620149","Miscellaneous Excise Taxes","2383053952.28","163489638.33","2219564313.95","9312984071.03","484223997.98","8828760073.05","9295990501.46","259865058.93","9036125442.53","4","39","39","305","D","RSG","2","4.1","2016","1","2015","4","12","31"
"2015-12-31","17620143","17620151","Airport and Airway Trust Fund","1117017000.00","null","1117017000.00","2732142000.00","null","2732142000.00","2623337000.00","null","2623337000.00","4","40","40","308","D","RSG","2","4.2","2016","1","2015","4","12","31"
"2015-12-31","17620143","17620157","Highway Trust Fund","3337265696.04","null","3337265696.04","8187648434.43","null","8187648434.43","7976713761.47","null","7976713761.47","4","41","41","310","D","RSG","2","4.3","2016","1","2015","4","12","31"
"2015-12-31","17620143","17620159","Black Lung Disability Trust Fund","49341000.00","null","49341000.00","120401000.00","null","120401000.00","115959000.00","null","115959000.00","4","42","42","313","D","RSG","2","4.4","2016","1","2015","4","12","31"
"2015-12-31","17620143","17620165","Total -- Excise Taxes","6886677648.32","163489638.33","6723188009.99","20353175505.46","484223997.98","19868951507.48","20012000262.93","259865058.93","19752135204.00","4","43","43","314","T","RSG","2","4.5","2016","1","2015","4","12","31"
"2015-12-31","null","17620167","Estate and Gift Taxes","2265311376.44","77244976.02","2188066400.42","6241769216.45","208856723.46","6032912492.99","5159870376.83","244208047.41","4915662329.42","4","44","44","350","D","RSG","1","5","2016","1","2015","4","12","31"
"2015-12-31","null","17620173","Customs Duties","3020797282.89","130127167.40","2890670115.49","9595343886.13","382395432.75","9212948453.38","9619365630.50","379081344.87","9240284285.63","4","45","45","405","D","RSG","1","6","2016","1","2015","4","12","31"
"2015-12-31","null","17620175","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","46","46","800","S","RSG","1","7","2016","1","2015","4","12","31"
"2015-12-31","17620175","17620181","Deposit of Earnings, Federal Reserve System","29270803451.19","null","29270803451.19","43428275056.95","null","43428275056.95","25416789805.80","null","25416789805.80","4","47","47","805","D","RSG","2","7.1","2016","1","2015","4","12","31"
"2015-12-31","17620175","17620183","Universal Service Fund","815258451.80","null","815258451.80","2405953689.29","null","2405953689.29","2339943043.01","null","2339943043.01","4","48","48","807","D","RSG","2","7.2","2016","1","2015","4","12","31"
"2015-12-31","17620175","17620187","All Other","3461540295.47","1671030.06","3459869265.41","7236613443.89","4028485.26","7232584958.63","14218647782.35","4953248.03","14213694534.32","4","49","49","810","D","RSG","2","7.3","2016","1","2015","4","12","31"
"2015-12-31","17620175","17620189","Total -- Miscellaneous Receipts","33547602198.46","1671030.06","33545931168.40","53070842190.13","4028485.26","53066813704.87","41975380631.16","4953248.03","41970427383.13","4","50","50","820","T","RSG","2","7.4","2016","1","2015","4","12","31"
"2015-12-31","null","17620193","Total -- Receipts","355173429075.08","5542716278.68","349630712796.40","797938977755.13","32294219635.37","765644758119.76","770502052546.26","31020177085.25","739481875461.01","4","51","51","830","T","SL","1","8","2016","1","2015","4","12","31"
"2015-12-31","17620193","17620198","Total -- On-Budget","297781543345.65","5542716278.68","292238827066.97","625907092025.70","32294219635.37","593612872390.33","606946216150.45","31020177085.25","575926039065.20","4","52","52","840","T","SL","2","8.1","2016","1","2015","4","12","31"
"2015-12-31","17620193","17620200","Total -- Off-Budget","57391885729.43","null","57391885729.43","172031885729.43","null","172031885729.43","163555836395.81","null","163555836395.81","4","53","53","850","T","SL","2","8.2","2016","1","2015","4","12","31"
"2015-11-30","null","17063652","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2016","1","2015","4","11","30"
"2015-11-30","17063652","17063654","Withheld","95329594098.17","null","null","188822888224.96","null","null","181051194429.25","null","null","4","2","2","102","D","SRS","2","1.1","2016","1","2015","4","11","30"
"2015-11-30","17063652","17063658","Presidential Election Campaign Fund","767832.00","null","null","1826463.00","null","null","1728588.00","null","null","4","3","3","105","D","SRS","2","1.2","2016","1","2015","4","11","30"
"2015-11-30","17063652","17063660","Other","7447150031.37","null","null","31216949876.80","null","null","27506094978.21","null","null","4","4","4","110","D","SRS","2","1.3","2016","1","2015","4","11","30"
"2015-11-30","17063652","17063664","Total -- Individual Income Taxes","102777511961.54","9162248337.32","93615263624.22","220041664564.76","17206423219.57","202835241345.19","208559017995.46","15940328974.23","192618689021.23","4","5","5","120","T","RSG","2","1.4","2016","1","2015","4","11","30"
"2015-11-30","null","17063666","Corporation Income Taxes","6602670495.56","2930078795.81","3672591699.75","16758515692.73","8830131243.19","7928384449.54","20338357642.66","7528044883.51","12810312759.15","4","6","6","130","D","RSG","1","2","2016","1","2015","4","11","30"
"2015-11-30","null","17063669","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2016","1","2015","4","11","30"
"2015-11-30","17063669","17063671","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2016","1","2015","4","11","30"
"2015-11-30","17063671","17063675","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2016","1","2015","4","11","30"
"2015-11-30","17063675","17063677","Federal Insurance Contributions Act Taxes","50759000000.00","null","50759000000.00","97613000000.00","null","97613000000.00","92388990615.01","null","92388990615.01","4","10","10","200","D","SRS","4","3.1.1.1","2016","1","2015","4","11","30"
"2015-11-30","17063675","17063681","Self-Employment Contributions Act Taxes","128000000.00","null","128000000.00","386000000.00","null","386000000.00","379000000.00","null","379000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2016","1","2015","4","11","30"
"2015-11-30","17063675","17063692","Total -- Federal Old-Age and Survivors Insurance Trust Fund","50887000000.00","null","50887000000.00","97999000000.00","null","97999000000.00","92767990615.01","null","92767990615.01","4","12","12","210","T","RSG","4","3.1.1.3","2016","1","2015","4","11","30"
"2015-11-30","17063671","17063695","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","13","13","211","S","RSG","3","3.1.2","2016","1","2015","4","11","30"
"2015-11-30","17063695","17063697","Federal Insurance Contributions Act Taxes","8619000000.00","null","8619000000.00","16575000000.00","null","16575000000.00","15690000000.00","null","15690000000.00","4","14","14","212","D","SRS","4","3.1.2.1","2016","1","2015","4","11","30"
"2015-11-30","17063695","17063700","Self-Employment Contributions Act Taxes","22000000.00","null","22000000.00","66000000.00","null","66000000.00","64000000.00","null","64000000.00","4","15","15","214","D","SRS","4","3.1.2.2","2016","1","2015","4","11","30"
"2015-11-30","17063695","17063710","Total -- Federal Disability Insurance Trust Fund","8641000000.00","null","8641000000.00","16641000000.00","null","16641000000.00","15754000000.00","null","15754000000.00","4","16","16","220","T","RSG","4","3.1.2.3","2016","1","2015","4","11","30"
"2015-11-30","17063671","17063712","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","17","17","221","S","RSG","3","3.1.3","2016","1","2015","4","11","30"
"2015-11-30","17063712","17063716","Federal Insurance Contributions Act Taxes","20404000000.00","null","20404000000.00","39100000000.00","null","39100000000.00","36634000000.00","null","36634000000.00","4","18","18","222","D","SRS","4","3.1.3.1","2016","1","2015","4","11","30"
"2015-11-30","17063712","17063718","Self-Employment Contributions Act Taxes","57000000.00","null","57000000.00","172000000.00","null","172000000.00","171000000.00","null","171000000.00","4","19","19","224","D","SRS","4","3.1.3.2","2016","1","2015","4","11","30"
"2015-11-30","17063712","17063731","Total -- Federal Hospital Insurance Trust Fund","20461000000.00","null","20461000000.00","39272000000.00","null","39272000000.00","36805000000.00","null","36805000000.00","4","20","20","229","T","RSG","4","3.1.3.3","2016","1","2015","4","11","30"
"2015-11-30","17063671","17063735","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","21","21","230","S","RSG","3","3.1.4","2016","1","2015","4","11","30"
"2015-11-30","17063735","17063737","Rail Pension and Supplemental Annuity","221460401.09","-8796.32","221469197.41","441731023.05","105191.08","441625831.97","434770725.02","456677.20","434314047.82","4","22","22","235","D","RSG","4","3.1.4.1","2016","1","2015","4","11","30"
"2015-11-30","17063735","17063741","Social Security Equivalent Account","231754569.19","-9891.03","231764460.22","470524855.25","118282.13","470406573.12","501767886.39","541655.26","501226231.13","4","23","23","240","D","RSG","4","3.1.4.2","2016","1","2015","4","11","30"
"2015-11-30","17063671","17063743","Total -- Employment and General Retirement","80442214970.28","-18687.35","80442233657.63","154824255878.30","223473.21","154824032405.09","146263529226.42","998332.46","146262530893.96","4","24","24","241","T","RSG","3","3.1.5","2016","1","2015","4","11","30"
"2015-11-30","17063669","17063749","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","25","25","250","S","RSG","2","3.2","2016","1","2015","4","11","30"
"2015-11-30","17063749","17063751","Deposits by States","4418385413.70","null","4418385413.70","6300692656.25","null","6300692656.25","5769019347.97","null","5769019347.97","4","26","26","251","D","RSG","3","3.2.1","2016","1","2015","4","11","30"
"2015-11-30","17063749","17063757","Federal Unemployment Taxes","414024500.53","3621427.46","410403073.07","663741389.55","7753593.08","655987796.47","628247496.66","4403352.78","623844143.88","4","27","27","254","D","RSG","3","3.2.2","2016","1","2015","4","11","30"
"2015-11-30","17063749","17063759","Railroad Unemployment Taxes","919182.91","null","919182.91","28555953.17","null","28555953.17","8371257.19","null","8371257.19","4","28","28","255","D","RSG","3","3.2.3","2016","1","2015","4","11","30"
"2015-11-30","17063749","17063767","Total -- Unemployment Insurance","4833329097.14","3621427.46","4829707669.68","6992989998.97","7753593.08","6985236405.89","6405638101.82","4403352.78","6401234749.04","4","29","29","269","T","RSG","3","3.2.4","2016","1","2015","4","11","30"
"2015-11-30","17063669","17063773","Other Retirement:","null","null","null","null","null","null","null","null","null","4","30","30","270","S","RSG","2","3.3","2016","1","2015","4","11","30"
"2015-11-30","17063773","17063775","Federal Employees' Retirement--Employee Share","294376282.93","null","294376282.93","603611226.16","null","603611226.16","568637678.23","null","568637678.23","4","31","31","279","D","RSG","3","3.3.1","2016","1","2015","4","11","30"
"2015-11-30","17063773","17063781","Non-Federal Employees Retirement","2142015.91","null","2142015.91","3769027.07","null","3769027.07","3625679.11","null","3625679.11","4","32","32","284","D","RSG","3","3.3.2","2016","1","2015","4","11","30"
"2015-11-30","17063773","17063783","Total -- Other Retirement","296518298.84","null","296518298.84","607380253.23","null","607380253.23","572263357.34","null","572263357.34","4","33","33","285","T","RSG","3","3.3.3","2016","1","2015","4","11","30"
"2015-11-30","17063669","17063789","Total -- Social Insurance and Retirement Receipts","85572062366.26","3602740.11","85568459626.15","162424626130.50","7977066.29","162416649064.21","153241430685.58","5401685.24","153236029000.34","4","34","34","286","T","RSG","2","3.4","2016","1","2015","4","11","30"
"2015-11-30","null","17063791","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","35","35","300","S","RSG","1","4","2016","1","2015","4","11","30"
"2015-11-30","17063791","17063797","Miscellaneous Excise Taxes","2156727752.03","55826036.29","2100901715.74","6929930118.75","320734359.65","6609195759.10","6934235109.13","130277584.63","6803957524.50","4","36","36","305","D","RSG","2","4.1","2016","1","2015","4","11","30"
"2015-11-30","17063791","17063799","Airport and Airway Trust Fund","1354666000.00","null","1354666000.00","1615125000.00","null","1615125000.00","1558054000.00","null","1558054000.00","4","37","37","308","D","RSG","2","4.2","2016","1","2015","4","11","30"
"2015-11-30","17063791","17063805","Highway Trust Fund","4052892517.95","null","4052892517.95","4850382738.39","null","4850382738.39","4753565739.21","null","4753565739.21","4","38","38","310","D","RSG","2","4.3","2016","1","2015","4","11","30"
"2015-11-30","17063791","17063807","Black Lung Disability Trust Fund","59838000.00","null","59838000.00","71060000.00","null","71060000.00","69094000.00","null","69094000.00","4","39","39","313","D","RSG","2","4.4","2016","1","2015","4","11","30"
"2015-11-30","17063791","17063813","Total -- Excise Taxes","7624124269.98","55826036.29","7568298233.69","13466497857.14","320734359.65","13145763497.49","13314948848.34","130277584.63","13184671263.71","4","40","40","314","T","RSG","2","4.5","2016","1","2015","4","11","30"
"2015-11-30","null","17063815","Estate and Gift Taxes","1794167920.34","81660448.32","1712507472.02","3976457840.01","131611747.44","3844846092.57","3061220274.59","135193493.75","2926026780.84","4","41","41","350","D","RSG","1","5","2016","1","2015","4","11","30"
"2015-11-30","null","17063819","Customs Duties","3018866331.74","132084530.21","2886781801.53","6574546603.24","252268265.35","6322278337.89","6674306627.03","225273365.73","6449033261.30","4","42","42","405","D","RSG","1","6","2016","1","2015","4","11","30"
"2015-11-30","null","17063821","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","43","43","800","S","RSG","1","7","2016","1","2015","4","11","30"
"2015-11-30","17063821","17063825","Deposit of Earnings, Federal Reserve System","6668363232.31","null","6668363232.31","14157471605.76","null","14157471605.76","16120578432.77","null","16120578432.77","4","44","44","805","D","RSG","2","7.1","2016","1","2015","4","11","30"
"2015-11-30","17063821","17063827","Universal Service Fund","770502125.38","null","770502125.38","1590695237.49","null","1590695237.49","1546167629.00","null","1546167629.00","4","45","45","807","D","RSG","2","7.2","2016","1","2015","4","11","30"
"2015-11-30","17063821","17063831","All Other","2505884226.97","852107.40","2505032119.57","3775073148.42","2357455.20","3772715693.22","5267430139.88","4049475.90","5263380663.98","4","46","46","810","D","RSG","2","7.3","2016","1","2015","4","11","30"
"2015-11-30","17063821","17063833","Total -- Miscellaneous Receipts","9944749584.66","852107.40","9943897477.26","19523239991.67","2357455.20","19520882536.47","22934176201.65","4049475.90","22930126725.75","4","47","47","820","T","RSG","2","7.4","2016","1","2015","4","11","30"
"2015-11-30","null","17063837","Total -- Receipts","217334152930.08","12366352995.46","204967799934.62","442765548680.05","26751503356.69","416014045323.36","428123458275.31","23968569462.99","404154888812.32","4","48","48","830","T","SL","1","8","2016","1","2015","4","11","30"
"2015-11-30","17063837","17063842","Total -- On-Budget","157806152930.08","12366352995.46","145439799934.62","328125548680.05","26751503356.69","301374045323.36","319601467660.30","23968569462.99","295632898197.31","4","49","49","840","T","SL","2","8.1","2016","1","2015","4","11","30"
"2015-11-30","17063837","17063847","Total -- Off-Budget","59528000000.00","null","59528000000.00","114640000000.00","null","114640000000.00","108521990615.01","null","108521990615.01","4","50","50","850","T","SL","2","8.2","2016","1","2015","4","11","30"
"2015-10-31","null","16514268","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2016","1","2015","4","10","31"
"2015-10-31","16514268","16514271","Withheld","93493294126.79","null","null","93493294126.79","null","null","93992167311.72","null","null","4","2","2","102","D","SRS","2","1.1","2016","1","2015","4","10","31"
"2015-10-31","16514268","16514276","Presidential Election Campaign Fund","1058631.00","null","null","1058631.00","null","null","1018110.00","null","null","4","3","3","105","D","SRS","2","1.2","2016","1","2015","4","10","31"
"2015-10-31","16514268","16514281","Other","23769799845.43","null","null","23769799845.43","null","null","21569659471.99","null","null","4","4","4","110","D","SRS","2","1.3","2016","1","2015","4","10","31"
"2015-10-31","16514268","16514284","Total -- Individual Income Taxes","117264152603.22","8044174882.25","109219977720.97","117264152603.22","8044174882.25","109219977720.97","115562844893.71","8902163888.05","106660681005.66","4","5","5","120","T","RSG","2","1.4","2016","1","2015","4","10","31"
"2015-10-31","null","16514287","Corporation Income Taxes","10155845197.17","5900052447.38","4255792749.79","10155845197.17","5900052447.38","4255792749.79","14847678589.38","4619445494.38","10228233095.00","4","6","6","130","D","RSG","1","2","2016","1","2015","4","10","31"
"2015-10-31","null","16514291","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2016","1","2015","4","10","31"
"2015-10-31","16514291","16514293","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2016","1","2015","4","10","31"
"2015-10-31","16514293","16514298","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2016","1","2015","4","10","31"
"2015-10-31","16514298","16514303","Federal Insurance Contributions Act Taxes","46854000000.00","null","46854000000.00","46854000000.00","null","46854000000.00","44415990615.01","null","44415990615.01","4","10","10","200","D","SRS","4","3.1.1.1","2016","1","2015","4","10","31"
"2015-10-31","16514298","16514309","Self-Employment Contributions Act Taxes","258000000.00","null","258000000.00","258000000.00","null","258000000.00","253000000.00","null","253000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2016","1","2015","4","10","31"
"2015-10-31","16514298","16514325","Total -- Federal Old-Age and Survivors Insurance Trust Fund","47112000000.00","null","47112000000.00","47112000000.00","null","47112000000.00","44668990615.01","null","44668990615.01","4","12","12","210","T","RSG","4","3.1.1.3","2016","1","2015","4","10","31"
"2015-10-31","16514293","16514329","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","13","13","211","S","RSG","3","3.1.2","2016","1","2015","4","10","31"
"2015-10-31","16514329","16514334","Federal Insurance Contributions Act Taxes","7956000000.00","null","7956000000.00","7956000000.00","null","7956000000.00","7543000000.00","null","7543000000.00","4","14","14","212","D","SRS","4","3.1.2.1","2016","1","2015","4","10","31"
"2015-10-31","16514329","16514340","Self-Employment Contributions Act Taxes","44000000.00","null","44000000.00","44000000.00","null","44000000.00","43000000.00","null","43000000.00","4","15","15","214","D","SRS","4","3.1.2.2","2016","1","2015","4","10","31"
"2015-10-31","16514329","16514359","Total -- Federal Disability Insurance Trust Fund","8000000000.00","null","8000000000.00","8000000000.00","null","8000000000.00","7586000000.00","null","7586000000.00","4","16","16","220","T","RSG","4","3.1.2.3","2016","1","2015","4","10","31"
"2015-10-31","16514293","16514365","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","17","17","221","S","RSG","3","3.1.3","2016","1","2015","4","10","31"
"2015-10-31","16514365","16514371","Federal Insurance Contributions Act Taxes","18696000000.00","null","18696000000.00","18696000000.00","null","18696000000.00","17541000000.00","null","17541000000.00","4","18","18","222","D","SRS","4","3.1.3.1","2016","1","2015","4","10","31"
"2015-10-31","16514365","16514377","Self-Employment Contributions Act Taxes","115000000.00","null","115000000.00","115000000.00","null","115000000.00","114000000.00","null","114000000.00","4","19","19","224","D","SRS","4","3.1.3.2","2016","1","2015","4","10","31"
"2015-10-31","16514365","16514401","Total -- Federal Hospital Insurance Trust Fund","18811000000.00","null","18811000000.00","18811000000.00","null","18811000000.00","17655000000.00","null","17655000000.00","4","20","20","229","T","RSG","4","3.1.3.3","2016","1","2015","4","10","31"
"2015-10-31","16514293","16514407","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","21","21","230","S","RSG","3","3.1.4","2016","1","2015","4","10","31"
"2015-10-31","16514407","16514413","Rail Pension and Supplemental Annuity","220270621.96","113987.40","220156634.56","220270621.96","113987.40","220156634.56","212970565.39","98577.39","212871988.00","4","22","22","235","D","RSG","4","3.1.4.1","2016","1","2015","4","10","31"
"2015-10-31","16514407","16514419","Social Security Equivalent Account","238770286.06","128173.16","238642112.90","238770286.06","128173.16","238642112.90","271568407.58","116920.57","271451487.01","4","23","23","240","D","RSG","4","3.1.4.2","2016","1","2015","4","10","31"
"2015-10-31","16514293","16514426","Total -- Employment and General Retirement","74382040908.02","242160.56","74381798747.46","74382040908.02","242160.56","74381798747.46","70394529587.98","215497.96","70394314090.02","4","24","24","241","T","RSG","3","3.1.5","2016","1","2015","4","10","31"
"2015-10-31","16514291","16514432","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","25","25","250","S","RSG","2","3.2","2016","1","2015","4","10","31"
"2015-10-31","16514432","16514438","Deposits by States","1882307242.55","null","1882307242.55","1882307242.55","null","1882307242.55","2600526230.12","null","2600526230.12","4","26","26","251","D","RSG","3","3.2.1","2016","1","2015","4","10","31"
"2015-10-31","16514432","16514444","Federal Unemployment Taxes","249716889.02","4132165.62","245584723.40","249716889.02","4132165.62","245584723.40","578948795.43","null","578948795.43","4","27","27","254","D","RSG","3","3.2.2","2016","1","2015","4","10","31"
